"sample_name","library_ID","community","site","treehole_number_site","latlong","collection_date"
"day7_F5.WEL06.1_021216DR515FSAM1-18-pr_filt","day7_F5.WEL06.1","WEL06","WEL","6","50.9462 N 3.2073 W",2013-12-29
"day7_F5.WEL06.2_021216DR515FSAM1-18-pr_filt","day7_F5.WEL06.2","WEL06","WEL","6","50.9462 N 3.2073 W",2013-12-29
"day7_F5.WEL06.3_021216DR515FSAM1-24-pr_filt","day7_F5.WEL06.3","WEL06","WEL","6","50.9462 N 3.2073 W",2013-12-29
"day7_F5.WEL06.4_021216DR515FSAM1-88d-pr_filt","day7_F5.WEL06.4","WEL06","WEL","6","50.9462 N 3.2073 W",2013-12-29
"day7_F5.WiW38.1_021216DR515FSAM1-89a-pr_filt","day7_F5.WiW38.1","WiW38","WiW","38","51.442 N 0.6019 W",2013-09-18
"day7_F5.WiW38.2_021216DR515FSAM1-89b-pr_filt","day7_F5.WiW38.2","WiW38","WiW","38","51.442 N 0.6019 W",2013-09-18
"day7_F5.WiW38.3_021216DR515FSAM1-89c-pr_filt","day7_F5.WiW38.3","WiW38","WiW","38","51.442 N 0.6019 W",2013-09-18
"day7_F5.WiW38.4_021216DR515FSAM1-89d-pr_filt","day7_F5.WiW38.4","WiW38","WiW","38","51.442 N 0.6019 W",2013-09-18
"day7_F5.WYT06.1_021216DR515FSAM1-91b-pr_filt","day7_F5.WYT06.1","WYT06","WYT","6","51.7664 N 1.3295 W",2013-10-16
"day7_F5.WYT06.2_021216DR515FSAM1-91a-pr_filt","day7_F5.WYT06.2","WYT06","WYT","6","51.7664 N 1.3295 W",2013-10-16
"day7_F5.WYT06.3_021216DR515FSAM1-91c-pr_filt","day7_F5.WYT06.3","WYT06","WYT","6","51.7664 N 1.3295 W",2013-10-16
"day7_F5.WYT38.4_021216DR515FSAM1-92-pr_filt","day7_F5.WYT38.4","WYT38","WYT","38","51.7689 N 1.3291 W",2013-10-22
"day7_F6.WEL14.1_021216DR515FSAM1-18-pr_filt","day7_F6.WEL14.1","WEL14","WEL","14","50.9454 N 3.2104 W",2013-12-29
"day7_F6.WEL14.2_021216DR515FSAM1-88b-pr_filt","day7_F6.WEL14.2","WEL14","WEL","14","50.9454 N 3.2104 W",2013-12-29
"day7_F6.WEL14.3_021216DR515FSAM1-24-pr_filt","day7_F6.WEL14.3","WEL14","WEL","14","50.9454 N 3.2104 W",2013-12-29
"day7_F6.WEL14.4_021216DR515FSAM1-88d-pr_filt","day7_F6.WEL14.4","WEL14","WEL","14","50.9454 N 3.2104 W",2013-12-29
"day7_F6.WiW46.1_021216DR515FSAM1-89a-pr_filt","day7_F6.WiW46.1","WiW46","WiW","46","51.444 N 0.6032 W",2013-09-18
"day7_F6.WiW46.2_021216DR515FSAM1-89b-pr_filt","day7_F6.WiW46.2","WiW46","WiW","46","51.444 N 0.6032 W",2013-09-18
"day7_F6.WiW46.3_021216DR515FSAM1-42-pr_filt","day7_F6.WiW46.3","WiW46","WiW","46","51.444 N 0.6032 W",2013-09-18
"day7_F6.WiW46.4_021216DR515FSAM1-89d-pr_filt","day7_F6.WiW46.4","WiW46","WiW","46","51.444 N 0.6032 W",2013-09-18
"day7_F6.WYD06.1_021216DR515FSAM1-96c-pr_filt","day7_F6.WYD06.1","WYD06","WYD","6","51.7688 N 1.329 W",2013-10-22
"day7_F6.WYD06.2_021216DR515FSAM1-96d-pr_filt","day7_F6.WYD06.2","WYD06","WYD","6","51.7688 N 1.329 W",2013-10-22
"day7_F6.WYD06.3_021216DR515FSAM1-96e-pr_filt","day7_F6.WYD06.3","WYD06","WYD","6","51.7688 N 1.329 W",2013-10-22
"day7_F6.WYD06.4_021216DR515FSAM1-96f-pr_filt","day7_F6.WYD06.4","WYD06","WYD","6","51.7688 N 1.329 W",2013-10-22
"day7_F6.WYT14.1_021216DR515FSAM1-91b-pr_filt","day7_F6.WYT14.1","WYT14","WYT","14","51.7658 N 1.3271 W",2013-10-16
"day7_F6.WYT14.2_021216DR515FSAM1-91a-pr_filt","day7_F6.WYT14.2","WYT14","WYT","14","51.7658 N 1.3271 W",2013-10-16
"day7_F6.WYT14.3_021216DR515FSAM1-91c-pr_filt","day7_F6.WYT14.3","WYT14","WYT","14","51.7658 N 1.3271 W",2013-10-16
"day7_F6.WYT46.4_021216DR515FSAM1-92-pr_filt","day7_F6.WYT46.4","WYT46","WYT","46","51.7633 N 1.3262 W",2013-10-22
"day7_F7.AE155.1_021216DR515FSAM1-96c-pr_filt","day7_F7.AE155.1","AE155","AE","155","51.7962 N 0.56212 W",2013-11-21
"day7_F7.AE155.2_021216DR515FSAM1-96d-pr_filt","day7_F7.AE155.2","AE155","AE","155","51.7962 N 0.56212 W",2013-11-21
"day7_F7.AE155.3_021216DR515FSAM1-96e-pr_filt","day7_F7.AE155.3","AE155","AE","155","51.7962 N 0.56212 W",2013-11-21
"day7_F7.AE155.4_021216DR515FSAM1-96f-pr_filt","day7_F7.AE155.4","AE155","AE","155","51.7962 N 0.56212 W",2013-11-21
"day7_F7.WEL22.1_021216DR515FSAM1-88a-pr_filt","day7_F7.WEL22.1","WEL22","WEL","22","50.9451 N 3.2119 W",2013-12-29
"day7_F7.WEL22.2_021216DR515FSAM1-88b-pr_filt","day7_F7.WEL22.2","WEL22","WEL","22","50.9451 N 3.2119 W",2013-12-29
"day7_F7.WEL22.3_021216DR515FSAM1-88c-pr_filt","day7_F7.WEL22.3","WEL22","WEL","22","50.9451 N 3.2119 W",2013-12-29
"day7_F7.WEL22.4_021216DR515FSAM1-24-pr_filt","day7_F7.WEL22.4","WEL22","WEL","22","50.9451 N 3.2119 W",2013-12-29
"day7_F7.WiW54.1_021216DR515FSAM1-89a-pr_filt","day7_F7.WiW54.1","WiW54","WiW","54","51.4425 N 0.5952 W",2013-09-18
"day7_F7.WiW54.2_021216DR515FSAM1-89b-pr_filt","day7_F7.WiW54.2","WiW54","WiW","54","51.4425 N 0.5952 W",2013-09-18
"day7_F7.WiW54.3_021216DR515FSAM1-89c-pr_filt","day7_F7.WiW54.3","WiW54","WiW","54","51.4425 N 0.5952 W",2013-09-18
"day7_F7.WiW54.4_021216DR515FSAM1-89d-pr_filt","day7_F7.WiW54.4","WiW54","WiW","54","51.4425 N 0.5952 W",2013-09-18
"day7_F7.WYT22.1_021216DR515FSAM1-91b-pr_filt","day7_F7.WYT22.1","WYT22","WYT","22","51.7697 N 1.3295 W",2013-10-22
"day7_F7.WYT22.2_021216DR515FSAM1-91a-pr_filt","day7_F7.WYT22.2","WYT22","WYT","22","51.7697 N 1.3295 W",2013-10-22
"day7_F7.WYT22.3_021216DR515FSAM1-91c-pr_filt","day7_F7.WYT22.3","WYT22","WYT","22","51.7697 N 1.3295 W",2013-10-22
"day7_F7.WYT54.4_021216DR515FSAM1-92-pr_filt","day7_F7.WYT54.4","WYT54","WYT","54","51.7688 N 1.3345 W",2013-10-22
"day7_F8.AE23.1_021216DR515FSAM1-96c-pr_filt","day7_F8.AE23.1","AE23","AE","23","51.78608 N 0.55237 W",2013-10-30
"day7_F8.AE23.2_021216DR515FSAM1-96d-pr_filt","day7_F8.AE23.2","AE23","AE","23","51.78608 N 0.55237 W",2013-10-30
"day7_F8.AE23.3_021216DR515FSAM1-96e-pr_filt","day7_F8.AE23.3","AE23","AE","23","51.78608 N 0.55237 W",2013-10-30
"day7_F8.AE23.4_021216DR515FSAM1-96f-pr_filt","day7_F8.AE23.4","AE23","AE","23","51.78608 N 0.55237 W",2013-10-30
"day7_F8.LW04.1_021216DR515FSAM1-88a-pr_filt","day7_F8.LW04.1","LW04","LW","4","51.424 N 0.6381 W",2013-09-12
"day7_F8.LW04.2_021216DR515FSAM1-88b-pr_filt","day7_F8.LW04.2","LW04","LW","4","51.424 N 0.6381 W",2013-09-12
"day7_F8.LW04.3_021216DR515FSAM1-88c-pr_filt","day7_F8.LW04.3","LW04","LW","4","51.424 N 0.6381 W",2013-09-12
"day7_F8.LW04.4_021216DR515FSAM1-88d-pr_filt","day7_F8.LW04.4","LW04","LW","4","51.424 N 0.6381 W",2013-09-12
"day7_F8.WYT30.1_021216DR515FSAM1-91b-pr_filt","day7_F8.WYT30.1","WYT30","WYT","30","51.7693 N 1.3294 W",2013-10-22
"day7_F8.WYT30.2_021216DR515FSAM1-8a-pr_filt","day7_F8.WYT30.2","WYT30","WYT","30","51.7693 N 1.3294 W",2013-10-22
"day7_F8.WYT30.3_021216DR515FSAM1-91c-pr_filt","day7_F8.WYT30.3","WYT30","WYT","30","51.7693 N 1.3294 W",2013-10-22
"day7_F9.BB60.1_021216DR515FSAM1-96c-pr_filt","day7_F9.BB60.1","BB60","BB","60","51.559 N 0.6296 W",2013-08-29
"day7_F9.BB60.2_021216DR515FSAM1-96d-pr_filt","day7_F9.BB60.2","BB60","BB","60","51.559 N 0.6296 W",2013-08-29
"day7_F9.BB60.3_021216DR515FSAM1-96e-pr_filt","day7_F9.BB60.3","BB60","BB","60","51.559 N 0.6296 W",2013-08-29
"day7_F9.BB60.4_021216DR515FSAM1-96f-pr_filt","day7_F9.BB60.4","BB60","BB","60","51.559 N 0.6296 W",2013-08-29
"day7_F9.LW12.1_021216DR515FSAM1-88a-pr_filt","day7_F9.LW12.1","LW12","LW","12","51.4237 N 0.6405 W",2013-09-12
"day7_F9.LW12.2_021216DR515FSAM1-88b-pr_filt","day7_F9.LW12.2","LW12","LW","12","51.4237 N 0.6405 W",2013-09-12
"day7_F9.LW12.3_021216DR515FSAM1-88c-pr_filt","day7_F9.LW12.3","LW12","LW","12","51.4237 N 0.6405 W",2013-09-12
"day7_F9.LW12.4_021216DR515FSAM1-88d-pr_filt","day7_F9.LW12.4","LW12","LW","12","51.4237 N 0.6405 W",2013-09-12
"day7_F9.OWW06.4_021216DR515FSAM1-92-pr_filt","day7_F9.OWW06.4","OWW06","OWW","6","51.4499 N 0.5969 W",2013-09-26
"day7_F9.WP06.1_021216DR515FSAM1-89a-pr_filt","day7_F9.WP06.1","WP06","WP","6","51.322467 N 0.615609 W",2013-11-28
"day7_F9.WP06.2_021216DR515FSAM1-89b-pr_filt","day7_F9.WP06.2","WP06","WP","6","51.322467 N 0.615609 W",2013-11-28
"day7_F9.WP06.3_021216DR515FSAM1-89c-pr_filt","day7_F9.WP06.3","WP06","WP","6","51.322467 N 0.615609 W",2013-11-28
"day7_F9.WP06.4_021216DR515FSAM1-89d-pr_filt","day7_F9.WP06.4","WP06","WP","6","51.322467 N 0.615609 W",2013-11-28
"day7_F9.WYT38.1_021216DR515FSAM1-91b-pr_filt","day7_F9.WYT38.1","WYT38","WYT","38","51.7689 N 1.3291 W",2013-10-22
"day7_F9.WYT38.2_021216DR515FSAM1-91a-pr_filt","day7_F9.WYT38.2","WYT38","WYT","38","51.7689 N 1.3291 W",2013-10-22
"day7_F9.WYT38.3_021216DR515FSAM1-91c-pr_filt","day7_F9.WYT38.3","WYT38","WYT","38","51.7689 N 1.3291 W",2013-10-22
"day7_G1.AE101.1_021216DR515FSAM1-96c-pr_filt","day7_G1.AE101.1","AE101","AE","101","51.79484 N 0.56032 W",2013-11-18
"day7_G1.AE101.2_021216DR515FSAM1-96d-pr_filt","day7_G1.AE101.2","AE101","AE","101","51.79484 N 0.56032 W",2013-11-18
"day7_G1.AE101.3_021216DR515FSAM1-96e-pr_filt","day7_G1.AE101.3","AE101","AE","101","51.79484 N 0.56032 W",2013-11-18
"day7_G1.AE101.4_021216DR515FSAM1-96f-pr_filt","day7_G1.AE101.4","AE101","AE","101","51.79484 N 0.56032 W",2013-11-18
"day7_G1.BB07.1_021216DR515FSAM1-88a-pr_filt","day7_G1.BB07.1","BB07","BB","7","51.5581 N 0.6332 W",2013-08-20
"day7_G1.BB07.2_021216DR515FSAM1-88b-pr_filt","day7_G1.BB07.2","BB07","BB","7","51.5581 N 0.6332 W",2013-08-20
"day7_G1.BB07.3_021216DR515FSAM1-88c-pr_filt","day7_G1.BB07.3","BB07","BB","7","51.5581 N 0.6332 W",2013-08-20
"day7_G1.BB07.4_021216DR515FSAM1-88d-pr_filt","day7_G1.BB07.4","BB07","BB","7","51.5581 N 0.6332 W",2013-08-20
"day7_G1.CTRL.AE103.1.Com_021216DR515FSAM1-96b-pr_filt","day7_G1.CTRL.AE103.1.Com","CTRL","CTRL",NA,NA,NA
"day7_G1.OWW07.1_021216DR515FSAM1-91b-pr_filt","day7_G1.OWW07.1","OWW07","OWW","7","51.4499 N 0.5969 W",2013-09-26
"day7_G1.OWW07.2_021216DR515FSAM1-91a-pr_filt","day7_G1.OWW07.2","OWW07","OWW","7","51.4499 N 0.5969 W",2013-09-26
"day7_G1.OWW07.3_021216DR515FSAM1-91c-pr_filt","day7_G1.OWW07.3","OWW07","OWW","7","51.4499 N 0.5969 W",2013-09-26
"day7_G1.WiW07.1_021216DR515FSAM1-89a-pr_filt","day7_G1.WiW07.1","WiW07","WiW","7","51.4381 N 0.6003 W",2013-09-18
"day7_G1.WiW07.2_021216DR515FSAM1-89b-pr_filt","day7_G1.WiW07.2","WiW07","WiW","7","51.4381 N 0.6003 W",2013-09-18
"day7_G1.WiW07.3_021216DR515FSAM1-89c-pr_filt","day7_G1.WiW07.3","WiW07","WiW","7","51.4381 N 0.6003 W",2013-09-18
"day7_G1.WiW07.4_021216DR515FSAM1-89d-pr_filt","day7_G1.WiW07.4","WiW07","WiW","7","51.4381 N 0.6003 W",2013-09-18
"day7_G1.WYT07.4_021216DR515FSAM1-92-pr_filt","day7_G1.WYT07.4","WYT07","WYT","7","51.7664 N 1.3295 W",2013-10-16
"day7_G10.BB30.1_021216DR515FSAM1-29-pr_filt","day7_G10.BB30.1","BB30","BB","30","51.551 N 0.6314 W",2013-08-29
"day7_G10.BB30.2_021216DR515FSAM1-96d-pr_filt","day7_G10.BB30.2","BB30","BB","30","51.551 N 0.6314 W",2013-08-29
"day7_G10.BB30.3_021216DR515FSAM1-96e-pr_filt","day7_G10.BB30.3","BB30","BB","30","51.551 N 0.6314 W",2013-08-29
"day7_G10.BB30.4_021216DR515FSAM1-96f-pr_filt","day7_G10.BB30.4","BB30","BB","30","51.551 N 0.6314 W",2013-08-29
"day7_G10.OWW15.4_021216DR515FSAM1-92-pr_filt","day7_G10.OWW15.4","OWW15","OWW","15","51.4462 N 0.594 W",2013-09-26
"day7_G10.PH07.1_021216DR515FSAM1-88a-pr_filt","day7_G10.PH07.1","PH07","PH","7","51.5719 N 0.80964 W",2013-12-07
"day7_G10.PH07.2_021216DR515FSAM1-88b-pr_filt","day7_G10.PH07.2","PH07","PH","7","51.5719 N 0.80964 W",2013-12-07
"day7_G10.PH07.3_021216DR515FSAM1-88c-pr_filt","day7_G10.PH07.3","PH07","PH","7","51.5719 N 0.80964 W",2013-12-07
"day7_G10.PH07.4_021216DR515FSAM1-24-pr_filt","day7_G10.PH07.4","PH07","PH","7","51.5719 N 0.80964 W",2013-12-07
"day7_G10.WP15.1_021216DR515FSAM1-40-pr_filt","day7_G10.WP15.1","WP15","WP","15","51.323928 N 0.612627 W",2013-11-28
"day7_G10.WP15.2_021216DR515FSAM1-40-pr_filt","day7_G10.WP15.2","WP15","WP","15","51.323928 N 0.612627 W",2013-11-28
"day7_G10.WP15.3_021216DR515FSAM1-89c-pr_filt","day7_G10.WP15.3","WP15","WP","15","51.323928 N 0.612627 W",2013-11-28
"day7_G10.WP15.4_021216DR515FSAM1-89d-pr_filt","day7_G10.WP15.4","WP15","WP","15","51.323928 N 0.612627 W",2013-11-28
"day7_G10.WYT47.1_021216DR515FSAM1-91b-pr_filt","day7_G10.WYT47.1","WYT47","WYT","47","51.7632 N 1.326 W",2013-10-22
"day7_G10.WYT47.2_021216DR515FSAM1-91a-pr_filt","day7_G10.WYT47.2","WYT47","WYT","47","51.7632 N 1.326 W",2013-10-22
"day7_G10.WYT47.3_021216DR515FSAM1-91c-pr_filt","day7_G10.WYT47.3","WYT47","WYT","47","51.7632 N 1.326 W",2013-10-22
"day7_G11.AE103.1_021216DR515FSAM1-96c-pr_filt","day7_G11.AE103.1","AE103","AE","103","51.79487 N 0.56205 W",2013-11-18
"day7_G11.AE103.3_021216DR515FSAM1-96e-pr_filt","day7_G11.AE103.3","AE103","AE","103","51.79487 N 0.56205 W",2013-11-18
"day7_G11.AE103.4_021216DR515FSAM1-96f-pr_filt","day7_G11.AE103.4","AE103","AE","103","51.79487 N 0.56205 W",2013-11-18
"day7_G11.BWd07.4_021216DR515FSAM1-92-pr_filt","day7_G11.BWd07.4","BWd07","BWd","7","51.1936 N 1.0689 W",2013-10-03
"day7_G11.PH15.1_021216DR515FSAM1-88a-pr_filt","day7_G11.PH15.1","PH15","PH","15","51.57064 N 0.81273 W",2013-12-07
"day7_G11.PH15.2_021216DR515FSAM1-88b-pr_filt","day7_G11.PH15.2","PH15","PH","15","51.57064 N 0.81273 W",2013-12-07
"day7_G11.PH15.3_021216DR515FSAM1-88c-pr_filt","day7_G11.PH15.3","PH15","PH","15","51.57064 N 0.81273 W",2013-12-07
"day7_G11.PH15.4_021216DR515FSAM1-88d-pr_filt","day7_G11.PH15.4","PH15","PH","15","51.57064 N 0.81273 W",2013-12-07
"day7_G11.SAC07.1_021216DR515FSAM1-40-pr_filt","day7_G11.SAC07.1","SAC07","SAC","7","51.76923 N 0.3484 W",2013-12-03
"day7_G11.SAC07.2_021216DR515FSAM1-40-pr_filt","day7_G11.SAC07.2","SAC07","SAC","7","51.76923 N 0.3484 W",2013-12-03
"day7_G11.SAC07.3_021216DR515FSAM1-89c-pr_filt","day7_G11.SAC07.3","SAC07","SAC","7","51.76923 N 0.3484 W",2013-12-03
"day7_G11.SAC07.4_021216DR515FSAM1-89d-pr_filt","day7_G11.SAC07.4","SAC07","SAC","7","51.76923 N 0.3484 W",2013-12-03
"day7_G11.WYT55.1_021216DR515FSAM1-91b-pr_filt","day7_G11.WYT55.1","WYT55","WYT","55","51.7688 N 1.3345 W",2013-10-22
"day7_G11.WYT55.2_021216DR515FSAM1-91a-pr_filt","day7_G11.WYT55.2","WYT55","WYT","55","51.7688 N 1.3345 W",2013-10-22
"day7_G11.WYT55.3_021216DR515FSAM1-91c-pr_filt","day7_G11.WYT55.3","WYT55","WYT","55","51.7688 N 1.3345 W",2013-10-22
"day7_G12.CHE07.1_021216DR515FSAM1-96c-pr_filt","day7_G12.CHE07.1","CHE07","CHE","7","50.928 N 3.4796 W",2013-12-28
"day7_G12.CHE07.2_021216DR515FSAM1-96d-pr_filt","day7_G12.CHE07.2","CHE07","CHE","7","50.928 N 3.4796 W",2013-12-28
"day7_G12.CHE07.3_021216DR515FSAM1-96e-pr_filt","day7_G12.CHE07.3","CHE07","CHE","7","50.928 N 3.4796 W",2013-12-28
"day7_G12.CHE07.4_021216DR515FSAM1-26-pr_filt","day7_G12.CHE07.4","CHE07","CHE","7","50.928 N 3.4796 W",2013-12-28
"day7_G12.PH23.1_021216DR515FSAM1-88a-pr_filt","day7_G12.PH23.1","PH23","PH","23","51.59996 N 0.81248 W",2013-12-07
"day7_G12.PH23.2_021216DR515FSAM1-88b-pr_filt","day7_G12.PH23.2","PH23","PH","23","51.59996 N 0.81248 W",2013-12-07
"day7_G12.PH23.3_021216DR515FSAM1-88c-pr_filt","day7_G12.PH23.3","PH23","PH","23","51.59996 N 0.81248 W",2013-12-07
"day7_G12.PH23.4_021216DR515FSAM1-24-pr_filt","day7_G12.PH23.4","PH23","PH","23","51.59996 N 0.81248 W",2013-12-07
"day7_G12.SAC15.1_021216DR515FSAM1-40-pr_filt","day7_G12.SAC15.1","SAC15","SAC","15","51.76928 N 0.34986 W",2013-12-03
"day7_G12.SAC15.2_021216DR515FSAM1-40-pr_filt","day7_G12.SAC15.2","SAC15","SAC","15","51.76928 N 0.34986 W",2013-12-03
"day7_G12.SAC15.3_021216DR515FSAM1-42-pr_filt","day7_G12.SAC15.3","SAC15","SAC","15","51.76928 N 0.34986 W",2013-12-03
"day7_G12.SAC15.4_021216DR515FSAM1-42-pr_filt","day7_G12.SAC15.4","SAC15","SAC","15","51.76928 N 0.34986 W",2013-12-03
"day7_G12.WF07.4_021216DR515FSAM1-8b-pr_filt","day7_G12.WF07.4","WF07","WF","7","51.4473 N 0.6384 W",2013-10-21
"day7_G2.BB15.1_021216DR515FSAM1-88a-pr_filt","day7_G2.BB15.1","BB15","BB","15","51.5594 N 0.6345 W",2013-08-20
"day7_G2.BB15.2_021216DR515FSAM1-88b-pr_filt","day7_G2.BB15.2","BB15","BB","15","51.5594 N 0.6345 W",2013-08-20
"day7_G2.BB15.3_021216DR515FSAM1-88c-pr_filt","day7_G2.BB15.3","BB15","BB","15","51.5594 N 0.6345 W",2013-08-20
"day7_G2.BB15.4_021216DR515FSAM1-88d-pr_filt","day7_G2.BB15.4","BB15","BB","15","51.5594 N 0.6345 W",2013-08-20
"day7_G2.OWW15.1_021216DR515FSAM1-91b-pr_filt","day7_G2.OWW15.1","OWW15","OWW","15","51.4462 N 0.594 W",2013-09-26
"day7_G2.OWW15.2_021216DR515FSAM1-91a-pr_filt","day7_G2.OWW15.2","OWW15","OWW","15","51.4462 N 0.594 W",2013-09-26
"day7_G2.OWW15.3_021216DR515FSAM1-91c-pr_filt","day7_G2.OWW15.3","OWW15","OWW","15","51.4462 N 0.594 W",2013-09-26
"day7_G2.WiW15.1_021216DR515FSAM1-89a-pr_filt","day7_G2.WiW15.1","WiW15","WiW","15","51.4415 N 0.5988 W",2013-09-18
"day7_G2.WiW15.2_021216DR515FSAM1-89b-pr_filt","day7_G2.WiW15.2","WiW15","WiW","15","51.4415 N 0.5988 W",2013-09-18
"day7_G2.WiW15.3_021216DR515FSAM1-89c-pr_filt","day7_G2.WiW15.3","WiW15","WiW","15","51.4415 N 0.5988 W",2013-09-18
"day7_G2.WiW15.4_021216DR515FSAM1-42-pr_filt","day7_G2.WiW15.4","WiW15","WiW","15","51.4415 N 0.5988 W",2013-09-18
"day7_G2.WYT63.1_021216DR515FSAM1-96c-pr_filt","day7_G2.WYT63.1","WYT63","WYT","63","51.7693 N 1.3354 W",2013-10-25
"day7_G2.WYT63.2_021216DR515FSAM1-96d-pr_filt","day7_G2.WYT63.2","WYT63","WYT","63","51.7693 N 1.3354 W",2013-10-25
"day7_G2.WYT63.3_021216DR515FSAM1-96e-pr_filt","day7_G2.WYT63.3","WYT63","WYT","63","51.7693 N 1.3354 W",2013-10-25
"day7_G2.WYT63.4_021216DR515FSAM1-96f-pr_filt","day7_G2.WYT63.4","WYT63","WYT","63","51.7693 N 1.3354 W",2013-10-25
"day7_G3.BB23.1_021216DR515FSAM1-88a-pr_filt","day7_G3.BB23.1","BB23","BB","23","51.5597 N 0.636 W",2013-08-20
"day7_G3.BB23.2_021216DR515FSAM1-88b-pr_filt","day7_G3.BB23.2","BB23","BB","23","51.5597 N 0.636 W",2013-08-20
"day7_G3.BB23.3_021216DR515FSAM1-88c-pr_filt","day7_G3.BB23.3","BB23","BB","23","51.5597 N 0.636 W",2013-08-20
"day7_G3.BB23.4_021216DR515FSAM1-88d-pr_filt","day7_G3.BB23.4","BB23","BB","23","51.5597 N 0.636 W",2013-08-20
"day7_G3.BB58.1_021216DR515FSAM1-96c-pr_filt","day7_G3.BB58.1","BB58","BB","58","51.559 N 0.6295 W",2013-08-29
"day7_G3.BB58.2_021216DR515FSAM1-96d-pr_filt","day7_G3.BB58.2","BB58","BB","58","51.559 N 0.6295 W",2013-08-29
"day7_G3.BB58.3_021216DR515FSAM1-96e-pr_filt","day7_G3.BB58.3","BB58","BB","58","51.559 N 0.6295 W",2013-08-29
"day7_G3.BB58.4_021216DR515FSAM1-26-pr_filt","day7_G3.BB58.4","BB58","BB","58","51.559 N 0.6295 W",2013-08-29
"day7_G3.BWd07.1_021216DR515FSAM1-91b-pr_filt","day7_G3.BWd07.1","BWd07","BWd","7","51.1936 N 1.0689 W",2013-10-03
"day7_G3.BWd07.2_021216DR515FSAM1-91a-pr_filt","day7_G3.BWd07.2","BWd07","BWd","7","51.1936 N 1.0689 W",2013-10-03
"day7_G3.BWd07.3_021216DR515FSAM1-91c-pr_filt","day7_G3.BWd07.3","BWd07","BWd","7","51.1936 N 1.0689 W",2013-10-03
"day7_G3.WiW23.1_021216DR515FSAM1-89a-pr_filt","day7_G3.WiW23.1","WiW23","WiW","23","51.4416 N 0.6004 W",2013-09-18
"day7_G3.WiW23.2_021216DR515FSAM1-89b-pr_filt","day7_G3.WiW23.2","WiW23","WiW","23","51.4416 N 0.6004 W",2013-09-18
"day7_G3.WiW23.3_021216DR515FSAM1-89c-pr_filt","day7_G3.WiW23.3","WiW23","WiW","23","51.4416 N 0.6004 W",2013-09-18
"day7_G3.WiW23.4_021216DR515FSAM1-42-pr_filt","day7_G3.WiW23.4","WiW23","WiW","23","51.4416 N 0.6004 W",2013-09-18
"day7_G3.WYT23.4_021216DR515FSAM1-92-pr_filt","day7_G3.WYT23.4","WYT23","WYT","23","51.7695 N 1.3296 W",2013-10-22
"day7_G4.BB52.1_021216DR515FSAM1-96c-pr_filt","day7_G4.BB52.1","BB52","BB","52","51.5585 N 0.6296 W",2013-08-29
"day7_G4.BB52.2_021216DR515FSAM1-96d-pr_filt","day7_G4.BB52.2","BB52","BB","52","51.5585 N 0.6296 W",2013-08-29
"day7_G4.BB52.3_021216DR515FSAM1-26-pr_filt","day7_G4.BB52.3","BB52","BB","52","51.5585 N 0.6296 W",2013-08-29
"day7_G4.BB52.4_021216DR515FSAM1-96f-pr_filt","day7_G4.BB52.4","BB52","BB","52","51.5585 N 0.6296 W",2013-08-29
"day7_G4.WF07.1_021216DR515FSAM1-91b-pr_filt","day7_G4.WF07.1","WF07","WF","7","51.4473 N 0.6384 W",2013-10-21
"day7_G4.WF07.2_021216DR515FSAM1-91a-pr_filt","day7_G4.WF07.2","WF07","WF","7","51.4473 N 0.6384 W",2013-10-21
"day7_G4.WF07.3_021216DR515FSAM1-91c-pr_filt","day7_G4.WF07.3","WF07","WF","7","51.4473 N 0.6384 W",2013-10-21
"day7_G4.WiW31.1_021216DR515FSAM1-89a-pr_filt","day7_G4.WiW31.1","WiW31","WiW","31","51.4418 N 0.6018 W",2013-09-18
"day7_G4.WiW31.2_021216DR515FSAM1-89b-pr_filt","day7_G4.WiW31.2","WiW31","WiW","31","51.4418 N 0.6018 W",2013-09-18
"day7_G4.WiW31.3_021216DR515FSAM1-89c-pr_filt","day7_G4.WiW31.3","WiW31","WiW","31","51.4418 N 0.6018 W",2013-09-18
"day7_G4.WiW31.4_021216DR515FSAM1-89d-pr_filt","day7_G4.WiW31.4","WiW31","WiW","31","51.4418 N 0.6018 W",2013-09-18
"day7_G4.WYT31.4_021216DR515FSAM1-92-pr_filt","day7_G4.WYT31.4","WYT31","WYT","31","51.7693 N 1.3294 W",2013-10-22
"day7_G5.SP08.1_021216DR515FSAM1-96c-pr_filt","day7_G5.SP08.1","SP08","SP","8","51.4122 N 0.6461 W",2013-09-11
"day7_G5.SP08.2_021216DR515FSAM1-96d-pr_filt","day7_G5.SP08.2","SP08","SP","8","51.4122 N 0.6461 W",2013-09-11
"day7_G5.SP08.3_021216DR515FSAM1-96e-pr_filt","day7_G5.SP08.3","SP08","SP","8","51.4122 N 0.6461 W",2013-09-11
"day7_G5.SP08.4_021216DR515FSAM1-96f-pr_filt","day7_G5.SP08.4","SP08","SP","8","51.4122 N 0.6461 W",2013-09-11
"day7_G5.WEL07.1_021216DR515FSAM1-88a-pr_filt","day7_G5.WEL07.1","WEL07","WEL","7","50.9462 N 3.2073 W",2013-12-29
"day7_G5.WEL07.2_021216DR515FSAM1-88b-pr_filt","day7_G5.WEL07.2","WEL07","WEL","7","50.9462 N 3.2073 W",2013-12-29
