"sample_name","library_ID","community","site","treehole_number_site","latlong","collection_date"
"day7_G5.WEL07.3_021216DR515FSAM1-24-pr_filt","day7_G5.WEL07.3","WEL07","WEL","7","50.9462 N 3.2073 W",2013-12-29
"day7_G5.WEL07.4_021216DR515FSAM1-24-pr_filt","day7_G5.WEL07.4","WEL07","WEL","7","50.9462 N 3.2073 W",2013-12-29
"day7_G5.WiW39.1_021216DR515FSAM1-89a-pr_filt","day7_G5.WiW39.1","WiW39","WiW","39","51.4426 N 0.6018 W",2013-09-18
"day7_G5.WiW39.2_021216DR515FSAM1-89b-pr_filt","day7_G5.WiW39.2","WiW39","WiW","39","51.4426 N 0.6018 W",2013-09-18
"day7_G5.WiW39.3_021216DR515FSAM1-89c-pr_filt","day7_G5.WiW39.3","WiW39","WiW","39","51.4426 N 0.6018 W",2013-09-18
"day7_G5.WiW39.4_021216DR515FSAM1-89d-pr_filt","day7_G5.WiW39.4","WiW39","WiW","39","51.4426 N 0.6018 W",2013-09-18
"day7_G5.WYT07.1_021216DR515FSAM1-91b-pr_filt","day7_G5.WYT07.1","WYT07","WYT","7","51.7664 N 1.3295 W",2013-10-16
"day7_G5.WYT07.2_021216DR515FSAM1-91a-pr_filt","day7_G5.WYT07.2","WYT07","WYT","7","51.7664 N 1.3295 W",2013-10-16
"day7_G5.WYT07.3_021216DR515FSAM1-91c-pr_filt","day7_G5.WYT07.3","WYT07","WYT","7","51.7664 N 1.3295 W",2013-10-16
"day7_G5.WYT39.4_021216DR515FSAM1-92-pr_filt","day7_G5.WYT39.4","WYT39","WYT","39","51.7689 N 1.3291 W",2013-10-22
"day7_G6.SP01.1_021216DR515FSAM1-29-pr_filt","day7_G6.SP01.1","SP01","SP","1","51.4067 N 0.6387 W",2013-09-11
"day7_G6.SP01.2_021216DR515FSAM1-29-pr_filt","day7_G6.SP01.2","SP01","SP","1","51.4067 N 0.6387 W",2013-09-11
"day7_G6.SP01.3_021216DR515FSAM1-26-pr_filt","day7_G6.SP01.3","SP01","SP","1","51.4067 N 0.6387 W",2013-09-11
"day7_G6.SP01.4_021216DR515FSAM1-96f-pr_filt","day7_G6.SP01.4","SP01","SP","1","51.4067 N 0.6387 W",2013-09-11
"day7_G6.WEL15.1_021216DR515FSAM1-18-pr_filt","day7_G6.WEL15.1","WEL15","WEL","15","50.9454 N 3.2104 W",2013-12-29
"day7_G6.WEL15.2_021216DR515FSAM1-88b-pr_filt","day7_G6.WEL15.2","WEL15","WEL","15","50.9454 N 3.2104 W",2013-12-29
"day7_G6.WEL15.3_021216DR515FSAM1-88c-pr_filt","day7_G6.WEL15.3","WEL15","WEL","15","50.9454 N 3.2104 W",2013-12-29
"day7_G6.WEL15.4_021216DR515FSAM1-88d-pr_filt","day7_G6.WEL15.4","WEL15","WEL","15","50.9454 N 3.2104 W",2013-12-29
"day7_G6.WiW47.1_021216DR515FSAM1-89a-pr_filt","day7_G6.WiW47.1","WiW47","WiW","47","51.439 N 0.6029 W",2013-09-18
"day7_G6.WiW47.2_021216DR515FSAM1-89b-pr_filt","day7_G6.WiW47.2","WiW47","WiW","47","51.439 N 0.6029 W",2013-09-18
"day7_G6.WiW47.3_021216DR515FSAM1-42-pr_filt","day7_G6.WiW47.3","WiW47","WiW","47","51.439 N 0.6029 W",2013-09-18
"day7_G6.WiW47.4_021216DR515FSAM1-89d-pr_filt","day7_G6.WiW47.4","WiW47","WiW","47","51.439 N 0.6029 W",2013-09-18
"day7_G6.WYT15.1_021216DR515FSAM1-91b-pr_filt","day7_G6.WYT15.1","WYT15","WYT","15","51.7624 N 1.3169 W",2013-10-16
"day7_G6.WYT15.2_021216DR515FSAM1-91a-pr_filt","day7_G6.WYT15.2","WYT15","WYT","15","51.7624 N 1.3169 W",2013-10-16
"day7_G6.WYT47.4_021216DR515FSAM1-92-pr_filt","day7_G6.WYT47.4","WYT47","WYT","47","51.7632 N 1.326 W",2013-10-22
"day7_G7.CHE04.1_021216DR515FSAM1-29-pr_filt","day7_G7.CHE04.1","CHE04","CHE","4","50.9228 N 3.4745 W",2013-12-28
"day7_G7.CHE04.2_021216DR515FSAM1-29-pr_filt","day7_G7.CHE04.2","CHE04","CHE","4","50.9228 N 3.4745 W",2013-12-28
"day7_G7.CHE04.3_021216DR515FSAM1-26-pr_filt","day7_G7.CHE04.3","CHE04","CHE","4","50.9228 N 3.4745 W",2013-12-28
"day7_G7.CHE04.4_021216DR515FSAM1-26-pr_filt","day7_G7.CHE04.4","CHE04","CHE","4","50.9228 N 3.4745 W",2013-12-28
"day7_G7.WEL23.1_021216DR515FSAM1-18-pr_filt","day7_G7.WEL23.1","WEL23","WEL","23","50.9451 N 3.2118 W",2013-12-29
"day7_G7.WEL23.2_021216DR515FSAM1-18-pr_filt","day7_G7.WEL23.2","WEL23","WEL","23","50.9451 N 3.2118 W",2013-12-29
"day7_G7.WEL23.3_021216DR515FSAM1-24-pr_filt","day7_G7.WEL23.3","WEL23","WEL","23","50.9451 N 3.2118 W",2013-12-29
"day7_G7.WEL23.4_021216DR515FSAM1-24-pr_filt","day7_G7.WEL23.4","WEL23","WEL","23","50.9451 N 3.2118 W",2013-12-29
"day7_G7.WiW55.1_021216DR515FSAM1-89a-pr_filt","day7_G7.WiW55.1","WiW55","WiW","55","51.4425 N 0.5952 W",2013-09-18
"day7_G7.WiW55.2_021216DR515FSAM1-89b-pr_filt","day7_G7.WiW55.2","WiW55","WiW","55","51.4425 N 0.5952 W",2013-09-18
"day7_G7.WiW55.3_021216DR515FSAM1-89c-pr_filt","day7_G7.WiW55.3","WiW55","WiW","55","51.4425 N 0.5952 W",2013-09-18
"day7_G7.WiW55.4_021216DR515FSAM1-89d-pr_filt","day7_G7.WiW55.4","WiW55","WiW","55","51.4425 N 0.5952 W",2013-09-18
"day7_G7.WYT23.1_021216DR515FSAM1-91b-pr_filt","day7_G7.WYT23.1","WYT23","WYT","23","51.7695 N 1.3296 W",2013-10-22
"day7_G7.WYT23.2_021216DR515FSAM1-91a-pr_filt","day7_G7.WYT23.2","WYT23","WYT","23","51.7695 N 1.3296 W",2013-10-22
"day7_G7.WYT23.3_021216DR515FSAM1-91c-pr_filt","day7_G7.WYT23.3","WYT23","WYT","23","51.7695 N 1.3296 W",2013-10-22
"day7_G7.WYT55.4_021216DR515FSAM1-92-pr_filt","day7_G7.WYT55.4","WYT55","WYT","55","51.7688 N 1.3345 W",2013-10-22
"day7_G8.BB22.2_021216DR515FSAM1-29-pr_filt","day7_G8.BB22.2","BB22","BB","22","51.5595 N 0.6372 W",2013-08-20
"day7_G8.BB22.3_021216DR515FSAM1-96e-pr_filt","day7_G8.BB22.3","BB22","BB","22","51.5595 N 0.6372 W",2013-08-20
"day7_G8.BB22.4_021216DR515FSAM1-96f-pr_filt","day7_G8.BB22.4","BB22","BB","22","51.5595 N 0.6372 W",2013-08-20
"day7_G8.LW05.1_021216DR515FSAM1-88a-pr_filt","day7_G8.LW05.1","LW05","LW","5","51.4241 N 0.6382 W",2013-09-12
"day7_G8.LW05.2_021216DR515FSAM1-88b-pr_filt","day7_G8.LW05.2","LW05","LW","5","51.4241 N 0.6382 W",2013-09-12
"day7_G8.LW05.3_021216DR515FSAM1-88c-pr_filt","day7_G8.LW05.3","LW05","LW","5","51.4241 N 0.6382 W",2013-09-12
"day7_G8.LW05.4_021216DR515FSAM1-88d-pr_filt","day7_G8.LW05.4","LW05","LW","5","51.4241 N 0.6382 W",2013-09-12
"day7_G8.WYT31.1_021216DR515FSAM1-91b-pr_filt","day7_G8.WYT31.1","WYT31","WYT","31","51.7693 N 1.3294 W",2013-10-22
"day7_G8.WYT31.2_021216DR515FSAM1-8a-pr_filt","day7_G8.WYT31.2","WYT31","WYT","31","51.7693 N 1.3294 W",2013-10-22
"day7_G8.WYT31.3_021216DR515FSAM1-91c-pr_filt","day7_G8.WYT31.3","WYT31","WYT","31","51.7693 N 1.3294 W",2013-10-22
"day7_G9.OWW07.4_021216DR515FSAM1-92-pr_filt","day7_G9.OWW07.4","OWW07","OWW","7","51.4499 N 0.5969 W",2013-09-26
"day7_G9.SP02.1_021216DR515FSAM1-96c-pr_filt","day7_G9.SP02.1","SP02","SP","2","51.4082 N 0.6409 W",2013-09-11
"day7_G9.SP02.2_021216DR515FSAM1-96d-pr_filt","day7_G9.SP02.2","SP02","SP","2","51.4082 N 0.6409 W",2013-09-11
"day7_G9.SP02.3_021216DR515FSAM1-96e-pr_filt","day7_G9.SP02.3","SP02","SP","2","51.4082 N 0.6409 W",2013-09-11
"day7_G9.SP02.4_021216DR515FSAM1-96f-pr_filt","day7_G9.SP02.4","SP02","SP","2","51.4082 N 0.6409 W",2013-09-11
"day7_G9.WP07.1_021216DR515FSAM1-89a-pr_filt","day7_G9.WP07.1","WP07","WP","7","51.322905 N 0.615145 W",2013-11-28
"day7_G9.WP07.2_021216DR515FSAM1-89b-pr_filt","day7_G9.WP07.2","WP07","WP","7","51.322905 N 0.615145 W",2013-11-28
"day7_G9.WP07.3_021216DR515FSAM1-89c-pr_filt","day7_G9.WP07.3","WP07","WP","7","51.322905 N 0.615145 W",2013-11-28
"day7_G9.WP07.4_021216DR515FSAM1-89d-pr_filt","day7_G9.WP07.4","WP07","WP","7","51.322905 N 0.615145 W",2013-11-28
"day7_G9.WYT39.1_021216DR515FSAM1-91b-pr_filt","day7_G9.WYT39.1","WYT39","WYT","39","51.7689 N 1.3291 W",2013-10-22
"day7_G9.WYT39.2_021216DR515FSAM1-91a-pr_filt","day7_G9.WYT39.2","WYT39","WYT","39","51.7689 N 1.3291 W",2013-10-22
"day7_G9.WYT39.3_021216DR515FSAM1-91c-pr_filt","day7_G9.WYT39.3","WYT39","WYT","39","51.7689 N 1.3291 W",2013-10-22
"day7_H1.BB08.1_021216DR515FSAM1-88a-pr_filt","day7_H1.BB08.1","BB08","BB","8","51.5589 N 0.6343 W",2013-08-20
"day7_H1.BB08.2_021216DR515FSAM1-88b-pr_filt","day7_H1.BB08.2","BB08","BB","8","51.5589 N 0.6343 W",2013-08-20
"day7_H1.BB08.3_021216DR515FSAM1-24-pr_filt","day7_H1.BB08.3","BB08","BB","8","51.5589 N 0.6343 W",2013-08-20
"day7_H1.BB08.4_021216DR515FSAM1-88d-pr_filt","day7_H1.BB08.4","BB08","BB","8","51.5589 N 0.6343 W",2013-08-20
"day7_H1.BB32.1_021216DR515FSAM1-29-pr_filt","day7_H1.BB32.1","BB32","BB","32","51.5502 N 0.6336 W",2013-08-29
"day7_H1.BB32.2_021216DR515FSAM1-29-pr_filt","day7_H1.BB32.2","BB32","BB","32","51.5502 N 0.6336 W",2013-08-29
"day7_H1.BB32.3_021216DR515FSAM1-26-pr_filt","day7_H1.BB32.3","BB32","BB","32","51.5502 N 0.6336 W",2013-08-29
"day7_H1.BB32.4_021216DR515FSAM1-26-pr_filt","day7_H1.BB32.4","BB32","BB","32","51.5502 N 0.6336 W",2013-08-29
"day7_H1.OWW08.1_021216DR515FSAM1-91b-pr_filt","day7_H1.OWW08.1","OWW08","OWW","8","51.4498 N 0.5969 W",2013-09-26
"day7_H1.OWW08.2_021216DR515FSAM1-91a-pr_filt","day7_H1.OWW08.2","OWW08","OWW","8","51.4498 N 0.5969 W",2013-09-26
"day7_H1.OWW08.3_021216DR515FSAM1-91c-pr_filt","day7_H1.OWW08.3","OWW08","OWW","8","51.4498 N 0.5969 W",2013-09-26
"day7_H1.WiW08.1_021216DR515FSAM1-89a-pr_filt","day7_H1.WiW08.1","WiW08","WiW","8","51.4378 N 0.5995 W",2013-09-18
"day7_H1.WiW08.2_021216DR515FSAM1-89b-pr_filt","day7_H1.WiW08.2","WiW08","WiW","8","51.4378 N 0.5995 W",2013-09-18
"day7_H1.WiW08.3_021216DR515FSAM1-89c-pr_filt","day7_H1.WiW08.3","WiW08","WiW","8","51.4378 N 0.5995 W",2013-09-18
"day7_H1.WiW08.4_021216DR515FSAM1-89d-pr_filt","day7_H1.WiW08.4","WiW08","WiW","8","51.4378 N 0.5995 W",2013-09-18
"day7_H1.WYT08.4_021216DR515FSAM1-92-pr_filt","day7_H1.WYT08.4","WYT08","WYT","8","51.7693 N 1.3293 W",2013-10-16
"day7_H10.BB03.1_021216DR515FSAM1-29-pr_filt","day7_H10.BB03.1","BB03","BB","3","51.5575 N 0.6334 W",2013-08-20
"day7_H10.BB03.2_021216DR515FSAM1-96d-pr_filt","day7_H10.BB03.2","BB03","BB","3","51.5575 N 0.6334 W",2013-08-20
"day7_H10.BB03.3_021216DR515FSAM1-96e-pr_filt","day7_H10.BB03.3","BB03","BB","3","51.5575 N 0.6334 W",2013-08-20
"day7_H10.BB03.4_021216DR515FSAM1-96f-pr_filt","day7_H10.BB03.4","BB03","BB","3","51.5575 N 0.6334 W",2013-08-20
"day7_H10.OWW16.4_021216DR515FSAM1-92-pr_filt","day7_H10.OWW16.4","OWW16","OWW","16","51.4452 N 0.5953 W",2013-09-26
"day7_H10.PH08.1_021216DR515FSAM1-88a-pr_filt","day7_H10.PH08.1","PH08","PH","8","51.57197 N 0.8098 W",2013-12-07
"day7_H10.PH08.2_021216DR515FSAM1-88b-pr_filt","day7_H10.PH08.2","PH08","PH","8","51.57197 N 0.8098 W",2013-12-07
"day7_H10.PH08.3_021216DR515FSAM1-88c-pr_filt","day7_H10.PH08.3","PH08","PH","8","51.57197 N 0.8098 W",2013-12-07
"day7_H10.PH08.4_021216DR515FSAM1-88d-pr_filt","day7_H10.PH08.4","PH08","PH","8","51.57197 N 0.8098 W",2013-12-07
"day7_H10.WP16.1_021216DR515FSAM1-40-pr_filt","day7_H10.WP16.1","WP16","WP","16","51.324277 N 0.612985 W",2013-11-28
"day7_H10.WP16.2_021216DR515FSAM1-40-pr_filt","day7_H10.WP16.2","WP16","WP","16","51.324277 N 0.612985 W",2013-11-28
"day7_H10.WP16.3_021216DR515FSAM1-42-pr_filt","day7_H10.WP16.3","WP16","WP","16","51.324277 N 0.612985 W",2013-11-28
"day7_H10.WP16.4_021216DR515FSAM1-89d-pr_filt","day7_H10.WP16.4","WP16","WP","16","51.324277 N 0.612985 W",2013-11-28
"day7_H10.WYT48.1_021216DR515FSAM1-91b-pr_filt","day7_H10.WYT48.1","WYT48","WYT","48","51.7632 N 1.326 W",2013-10-22
"day7_H10.WYT48.2_021216DR515FSAM1-91a-pr_filt","day7_H10.WYT48.2","WYT48","WYT","48","51.7632 N 1.326 W",2013-10-22
"day7_H10.WYT48.3_021216DR515FSAM1-91c-pr_filt","day7_H10.WYT48.3","WYT48","WYT","48","51.7632 N 1.326 W",2013-10-22
"day7_H11.AE27.1_021216DR515FSAM1-96c-pr_filt","day7_H11.AE27.1","AE27","AE","27","51.78573 N 0.55218 W",2013-10-30
"day7_H11.AE27.2_021216DR515FSAM1-96d-pr_filt","day7_H11.AE27.2","AE27","AE","27","51.78573 N 0.55218 W",2013-10-30
"day7_H11.AE27.3_021216DR515FSAM1-96e-pr_filt","day7_H11.AE27.3","AE27","AE","27","51.78573 N 0.55218 W",2013-10-30
"day7_H11.AE27.4_021216DR515FSAM1-96f-pr_filt","day7_H11.AE27.4","AE27","AE","27","51.78573 N 0.55218 W",2013-10-30
"day7_H11.BWd08.4_021216DR515FSAM1-92-pr_filt","day7_H11.BWd08.4","BWd08","BWd","8","51.1936 N 1.0689 W",2013-10-03
"day7_H11.PH16.1_021216DR515FSAM1-88a-pr_filt","day7_H11.PH16.1","PH16","PH","16","51.57016 N 0.81297 W",2013-12-07
"day7_H11.PH16.2_021216DR515FSAM1-88b-pr_filt","day7_H11.PH16.2","PH16","PH","16","51.57016 N 0.81297 W",2013-12-07
"day7_H11.PH16.3_021216DR515FSAM1-24-pr_filt","day7_H11.PH16.3","PH16","PH","16","51.57016 N 0.81297 W",2013-12-07
"day7_H11.PH16.4_021216DR515FSAM1-88d-pr_filt","day7_H11.PH16.4","PH16","PH","16","51.57016 N 0.81297 W",2013-12-07
"day7_H11.SAC08.1_021216DR515FSAM1-89a-pr_filt","day7_H11.SAC08.1","SAC08","SAC","8","51.76923 N 0.3484 W",2013-12-03
"day7_H11.SAC08.2_021216DR515FSAM1-40-pr_filt","day7_H11.SAC08.2","SAC08","SAC","8","51.76923 N 0.3484 W",2013-12-03
"day7_H11.SAC08.3_021216DR515FSAM1-42-pr_filt","day7_H11.SAC08.3","SAC08","SAC","8","51.76923 N 0.3484 W",2013-12-03
"day7_H11.SAC08.4_021216DR515FSAM1-89d-pr_filt","day7_H11.SAC08.4","SAC08","SAC","8","51.76923 N 0.3484 W",2013-12-03
"day7_H11.WYT56.1_021216DR515FSAM1-91b-pr_filt","day7_H11.WYT56.1","WYT56","WYT","56","51.7688 N 1.3345 W",2013-10-22
"day7_H11.WYT56.2_021216DR515FSAM1-91a-pr_filt","day7_H11.WYT56.2","WYT56","WYT","56","51.7688 N 1.3345 W",2013-10-22
"day7_H11.WYT56.3_021216DR515FSAM1-91c-pr_filt","day7_H11.WYT56.3","WYT56","WYT","56","51.7688 N 1.3345 W",2013-10-22
"day7_H12.AE98.1_021216DR515FSAM1-96c-pr_filt","day7_H12.AE98.1","AE98","AE","98","51.7943 N 0.56087 W",2013-11-18
"day7_H12.AE98.2_021216DR515FSAM1-96d-pr_filt","day7_H12.AE98.2","AE98","AE","98","51.7943 N 0.56087 W",2013-11-18
"day7_H12.AE98.3_021216DR515FSAM1-96e-pr_filt","day7_H12.AE98.3","AE98","AE","98","51.7943 N 0.56087 W",2013-11-18
"day7_H12.AE98.4_021216DR515FSAM1-96f-pr_filt","day7_H12.AE98.4","AE98","AE","98","51.7943 N 0.56087 W",2013-11-18
"day7_H12.PH24.1_021216DR515FSAM1-88a-pr_filt","day7_H12.PH24.1","PH24","PH","24","51.57034 N 0.81256 W",2013-12-07
"day7_H12.PH24.2_021216DR515FSAM1-88b-pr_filt","day7_H12.PH24.2","PH24","PH","24","51.57034 N 0.81256 W",2013-12-07
"day7_H12.PH24.3_021216DR515FSAM1-88c-pr_filt","day7_H12.PH24.3","PH24","PH","24","51.57034 N 0.81256 W",2013-12-07
"day7_H12.PH24.4_021216DR515FSAM1-88d-pr_filt","day7_H12.PH24.4","PH24","PH","24","51.57034 N 0.81256 W",2013-12-07
"day7_H12.SAC16.1_021216DR515FSAM1-40-pr_filt","day7_H12.SAC16.1","SAC16","SAC","16","51.76936 N 0.34989 W",2013-12-03
"day7_H12.SAC16.2_021216DR515FSAM1-40-pr_filt","day7_H12.SAC16.2","SAC16","SAC","16","51.76936 N 0.34989 W",2013-12-03
"day7_H12.SAC16.3_021216DR515FSAM1-89c-pr_filt","day7_H12.SAC16.3","SAC16","SAC","16","51.76936 N 0.34989 W",2013-12-03
"day7_H12.SAC16.4_021216DR515FSAM1-42-pr_filt","day7_H12.SAC16.4","SAC16","SAC","16","51.76936 N 0.34989 W",2013-12-03
"day7_H2.BB16.1_021216DR515FSAM1-88a-pr_filt","day7_H2.BB16.1","BB16","BB","16","51.5593 N 0.6345 W",2013-08-20
"day7_H2.BB16.2_021216DR515FSAM1-88b-pr_filt","day7_H2.BB16.2","BB16","BB","16","51.5593 N 0.6345 W",2013-08-20
"day7_H2.BB16.3_021216DR515FSAM1-88c-pr_filt","day7_H2.BB16.3","BB16","BB","16","51.5593 N 0.6345 W",2013-08-20
"day7_H2.BB16.4_021216DR515FSAM1-88d-pr_filt","day7_H2.BB16.4","BB16","BB","16","51.5593 N 0.6345 W",2013-08-20
"day7_H2.OWW16.1_021216DR515FSAM1-91b-pr_filt","day7_H2.OWW16.1","OWW16","OWW","16","51.4452 N 0.5953 W",2013-09-26
"day7_H2.OWW16.2_021216DR515FSAM1-91a-pr_filt","day7_H2.OWW16.2","OWW16","OWW","16","51.4452 N 0.5953 W",2013-09-26
"day7_H2.OWW16.3_021216DR515FSAM1-91c-pr_filt","day7_H2.OWW16.3","OWW16","OWW","16","51.4452 N 0.5953 W",2013-09-26
"day7_H2.WiW16.1_021216DR515FSAM1-89a-pr_filt","day7_H2.WiW16.1","WiW16","WiW","16","51.4415 N 0.5988 W",2013-09-18
"day7_H2.WiW16.2_021216DR515FSAM1-89b-pr_filt","day7_H2.WiW16.2","WiW16","WiW","16","51.4415 N 0.5988 W",2013-09-18
"day7_H2.WiW16.3_021216DR515FSAM1-89c-pr_filt","day7_H2.WiW16.3","WiW16","WiW","16","51.4415 N 0.5988 W",2013-09-18
"day7_H2.WiW16.4_021216DR515FSAM1-42-pr_filt","day7_H2.WiW16.4","WiW16","WiW","16","51.4415 N 0.5988 W",2013-09-18
"day7_H2.WYT16.4_021216DR515FSAM1-92-pr_filt","day7_H2.WYT16.4","WYT16","WYT","16","51.7697 N 1.3295 W",2013-10-22
"day7_H2.WYT87.1_021216DR515FSAM1-96c-pr_filt","day7_H2.WYT87.1","WYT87","WYT","87","51.7725 N 1.337 W",2013-10-25
"day7_H2.WYT87.2_021216DR515FSAM1-96d-pr_filt","day7_H2.WYT87.2","WYT87","WYT","87","51.7725 N 1.337 W",2013-10-25
"day7_H2.WYT87.3_021216DR515FSAM1-96e-pr_filt","day7_H2.WYT87.3","WYT87","WYT","87","51.7725 N 1.337 W",2013-10-25
"day7_H2.WYT87.4_021216DR515FSAM1-96f-pr_filt","day7_H2.WYT87.4","WYT87","WYT","87","51.7725 N 1.337 W",2013-10-25
"day7_H3.BB24.1_021216DR515FSAM1-18-pr_filt","day7_H3.BB24.1","BB24","BB","24","51.5597 N 0.6359 W",2013-08-20
"day7_H3.BB24.2_021216DR515FSAM1-88b-pr_filt","day7_H3.BB24.2","BB24","BB","24","51.5597 N 0.6359 W",2013-08-20
"day7_H3.BB24.3_021216DR515FSAM1-88c-pr_filt","day7_H3.BB24.3","BB24","BB","24","51.5597 N 0.6359 W",2013-08-20
"day7_H3.BB24.4_021216DR515FSAM1-88d-pr_filt","day7_H3.BB24.4","BB24","BB","24","51.5597 N 0.6359 W",2013-08-20
"day7_H3.BWd08.1_021216DR515FSAM1-91b-pr_filt","day7_H3.BWd08.1","BWd08","BWd","8","51.1936 N 1.0689 W",2013-10-03
"day7_H3.BWd08.2_021216DR515FSAM1-91a-pr_filt","day7_H3.BWd08.2","BWd08","BWd","8","51.1936 N 1.0689 W",2013-10-03
"day7_H3.BWd08.3_021216DR515FSAM1-91c-pr_filt","day7_H3.BWd08.3","BWd08","BWd","8","51.1936 N 1.0689 W",2013-10-03
"day7_H3.WiW24.1_021216DR515FSAM1-89a-pr_filt","day7_H3.WiW24.1","WiW24","WiW","24","51.4416 N 0.6004 W",2013-09-18
"day7_H3.WiW24.2_021216DR515FSAM1-89b-pr_filt","day7_H3.WiW24.2","WiW24","WiW","24","51.4416 N 0.6004 W",2013-09-18
"day7_H3.WiW24.3_021216DR515FSAM1-89c-pr_filt","day7_H3.WiW24.3","WiW24","WiW","24","51.4416 N 0.6004 W",2013-09-18
"day7_H3.WiW24.4_021216DR515FSAM1-42-pr_filt","day7_H3.WiW24.4","WiW24","WiW","24","51.4416 N 0.6004 W",2013-09-18
"day7_H3.WYT24.4_021216DR515FSAM1-92-pr_filt","day7_H3.WYT24.4","WYT24","WYT","24","51.7694 N 1.3297 W",2013-10-22
"day7_H4.WiW32.1_021216DR515FSAM1-89a-pr_filt","day7_H4.WiW32.1","WiW32","WiW","32","51.4418 N 0.6018 W",2013-09-18
"day7_H4.WiW32.2_021216DR515FSAM1-89b-pr_filt","day7_H4.WiW32.2","WiW32","WiW","32","51.4418 N 0.6018 W",2013-09-18
"day7_H4.WiW32.3_021216DR515FSAM1-89c-pr_filt","day7_H4.WiW32.3","WiW32","WiW","32","51.4418 N 0.6018 W",2013-09-18
"day7_H4.WiW32.4_021216DR515FSAM1-42-pr_filt","day7_H4.WiW32.4","WiW32","WiW","32","51.4418 N 0.6018 W",2013-09-18
"day7_H4.WYT32.4_021216DR515FSAM1-8b-pr_filt","day7_H4.WYT32.4","WYT32","WYT","32","51.769 N 1.3293 W",2013-10-22
"day7_H4.WYT95.1_021216DR515FSAM1-96c-pr_filt","day7_H4.WYT95.1","WYT95","WYT","95","51.7728 N 1.337 W",2013-10-25
"day7_H4.WYT95.2_021216DR515FSAM1-96d-pr_filt","day7_H4.WYT95.2","WYT95","WYT","95","51.7728 N 1.337 W",2013-10-25
"day7_H4.WYT95.3_021216DR515FSAM1-96e-pr_filt","day7_H4.WYT95.3","WYT95","WYT","95","51.7728 N 1.337 W",2013-10-25
"day7_H4.WYT95.4_021216DR515FSAM1-96f-pr_filt","day7_H4.WYT95.4","WYT95","WYT","95","51.7728 N 1.337 W",2013-10-25
"day7_H5.SP05.1_021216DR515FSAM1-96c-pr_filt","day7_H5.SP05.1","SP05","SP","5","51.4099 N 0.6464 W",2013-09-11
"day7_H5.SP05.2_021216DR515FSAM1-96d-pr_filt","day7_H5.SP05.2","SP05","SP","5","51.4099 N 0.6464 W",2013-09-11
"day7_H5.SP05.3_021216DR515FSAM1-96e-pr_filt","day7_H5.SP05.3","SP05","SP","5","51.4099 N 0.6464 W",2013-09-11
"day7_H5.SP05.4_021216DR515FSAM1-96f-pr_filt","day7_H5.SP05.4","SP05","SP","5","51.4099 N 0.6464 W",2013-09-11
"day7_H5.WEL08.1_021216DR515FSAM1-88a-pr_filt","day7_H5.WEL08.1","WEL08","WEL","8","50.9466 N 3.2077 W",2013-12-29
"day7_H5.WEL08.2_021216DR515FSAM1-88b-pr_filt","day7_H5.WEL08.2","WEL08","WEL","8","50.9466 N 3.2077 W",2013-12-29
"day7_H5.WEL08.3_021216DR515FSAM1-88c-pr_filt","day7_H5.WEL08.3","WEL08","WEL","8","50.9466 N 3.2077 W",2013-12-29
"day7_H5.WEL08.4_021216DR515FSAM1-88d-pr_filt","day7_H5.WEL08.4","WEL08","WEL","8","50.9466 N 3.2077 W",2013-12-29
"day7_H5.WiW40.1_021216DR515FSAM1-89a-pr_filt","day7_H5.WiW40.1","WiW40","WiW","40","51.4426 N 0.6018 W",2013-09-18
"day7_H5.WiW40.2_021216DR515FSAM1-89b-pr_filt","day7_H5.WiW40.2","WiW40","WiW","40","51.4426 N 0.6018 W",2013-09-18
"day7_H5.WiW40.3_021216DR515FSAM1-89c-pr_filt","day7_H5.WiW40.3","WiW40","WiW","40","51.4426 N 0.6018 W",2013-09-18
"day7_H5.WiW40.4_021216DR515FSAM1-89d-pr_filt","day7_H5.WiW40.4","WiW40","WiW","40","51.4426 N 0.6018 W",2013-09-18
"day7_H5.WYT08.1_021216DR515FSAM1-91b-pr_filt","day7_H5.WYT08.1","WYT08","WYT","8","51.7693 N 1.3293 W",2013-10-16
"day7_H5.WYT08.2_021216DR515FSAM1-91a-pr_filt","day7_H5.WYT08.2","WYT08","WYT","8","51.7693 N 1.3293 W",2013-10-16
"day7_H5.WYT08.3_021216DR515FSAM1-91c-pr_filt","day7_H5.WYT08.3","WYT08","WYT","8","51.7693 N 1.3293 W",2013-10-16
"day7_H5.WYT40.4_021216DR515FSAM1-92-pr_filt","day7_H5.WYT40.4","WYT40","WYT","40","51.7689 N 1.3291 W",2013-10-22
"day7_H6.AE50.1_021216DR515FSAM1-96c-pr_filt","day7_H6.AE50.1","AE50","AE","50","51.78549 N 0.55107 W",2013-10-30
"day7_H6.AE50.2_021216DR515FSAM1-96d-pr_filt","day7_H6.AE50.2","AE50","AE","50","51.78549 N 0.55107 W",2013-10-30
"day7_H6.AE50.3_021216DR515FSAM1-96e-pr_filt","day7_H6.AE50.3","AE50","AE","50","51.78549 N 0.55107 W",2013-10-30
"day7_H6.AE50.4_021216DR515FSAM1-96f-pr_filt","day7_H6.AE50.4","AE50","AE","50","51.78549 N 0.55107 W",2013-10-30
"day7_H6.WEL16.1_021216DR515FSAM1-88a-pr_filt","day7_H6.WEL16.1","WEL16","WEL","16","50.9454 N 3.2104 W",2013-12-29
