sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Part_Time0D_17	Part_Time0D_6	Part_Time4M_64	Part_Time7D_rep1_2	Part_Time7D_rep2_2	Part_Time7D_rep3_2	Part_Time7D_rep4_2	replicate.partition	partition	Time0D_7D_4M	Time0D_7D	Time0D_7D_matched	ExpCompact	exp.replicate.partition	exp.partition	ancestral.class	Examples	startnone_final_class
WP05.3	NA	NA	NA	Rep3	NA	WP05	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	1	 Other	Final Class1
WP05.4	NA	NA	NA	Rep4	NA	WP05	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	1	 Other	Final Class1
WP06.1	NA	NA	NA	Rep1	NA	WP06	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	4	 Other	Final Class1
WP06.2	NA	NA	NA	Rep2	NA	WP06	WaterersPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	4	 Other	Final Class1
WP06.3	NA	NA	NA	Rep3	NA	WP06	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	4	 Other	Final Class1
WP06.4	NA	NA	NA	Rep4	NA	WP06	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	4	 Other	Final Class1
WP07.1	NA	NA	NA	Rep1	NA	WP07	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	NA	Final	Final.Rep1.Class1	Final.Class1	NA	 Other	Final Class1
WP07.2	NA	NA	NA	Rep2	NA	WP07	WaterersPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	NA	Final	Final.Rep2.Class1	Final.Class1	NA	 Other	Final Class1
WP07.3	NA	NA	NA	Rep3	NA	WP07	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	NA	Final	Final.Rep3.Class1	Final.Class1	NA	 Other	Final Class1
WP07.4	NA	NA	NA	Rep4	NA	WP07	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	NA	Final	Final.Rep4.Class1	Final.Class1	NA	 Other	Final Class1
WP08.1	NA	NA	NA	Rep1	NA	WP08	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	1	1	NA	Final	Final.Rep1.Class1	Final.Class1	NA	 Other	Final Class1
WP08.2	NA	NA	NA	Rep2	NA	WP08	WaterersPark	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	NA	Final	Final.Rep2.Class2	Final.Class2	NA	 Other	Final Class2
WP08.3	NA	NA	NA	Rep3	NA	WP08	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	NA	Final	Final.Rep3.Class1	Final.Class1	NA	 Other	Final Class1
WP08.4	NA	NA	NA	Rep4	NA	WP08	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	NA	Final	Final.Rep4.Class1	Final.Class1	NA	 Other	Final Class1
WP09.1	NA	NA	NA	Rep1	NA	WP09	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	3	 Other	Final Class1
WP09.2	NA	NA	NA	Rep2	NA	WP09	WaterersPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	1	1	1	Final	Final.Rep2.Class1	Final.Class1	3	 Other	Final Class1
WP09.3	NA	NA	NA	Rep3	NA	WP09	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	3	 Other	Final Class1
WP09.4	NA	NA	NA	Rep4	NA	WP09	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
WP10.1	NA	NA	NA	Rep1	NA	WP10	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	1	 Other	Final Class1
WP10.2	NA	NA	NA	Rep2	NA	WP10	WaterersPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	1	 Other	Final Class1
WP10.3	NA	NA	NA	Rep3	NA	WP10	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	1	 Other	Final Class1
WP10.4	NA	NA	NA	Rep4	NA	WP10	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	1	 Other	Final Class1
WP11.1	NA	NA	NA	Rep1	NA	WP11	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	1	 Other	Final Class1
WP11.2	NA	NA	NA	Rep2	NA	WP11	WaterersPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	1	 Other	Final Class1
WP11.3	NA	NA	NA	Rep3	NA	WP11	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	1	 Other	Final Class1
WP11.4	NA	NA	NA	Rep4	NA	WP11	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	1	 Other	Final Class1
WP12.1	NA	NA	NA	Rep1	NA	WP12	WaterersPark	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
WP12.2	NA	NA	NA	Rep2	NA	WP12	WaterersPark	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
WP12.3	NA	NA	NA	Rep3	NA	WP12	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
WP12.4	NA	NA	NA	Rep4	NA	WP12	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
WP13.1	NA	NA	NA	Rep1	NA	WP13	WaterersPark	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	2	 Other	Final Class2
WP13.2	NA	NA	NA	Rep2	NA	WP13	WaterersPark	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	3	2	2	Final	Final.Rep2.Class2	Final.Class2	2	 Other	Final Class2
WP13.3	NA	NA	NA	Rep3	NA	WP13	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	3	2	2	Final	Final.Rep3.Class2	Final.Class2	2	 Other	Final Class2
WP13.4	NA	NA	NA	Rep4	NA	WP13	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	2	 Other	Final Class1
WP14.1	NA	NA	NA	Rep1	NA	WP14	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	5	 Other	Final Class1
WP14.2	NA	NA	NA	Rep2	NA	WP14	WaterersPark	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	5	 Other	Final Class2
WP14.3	NA	NA	NA	Rep3	NA	WP14	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	5	 Other	Final Class2
WP14.4	NA	NA	NA	Rep4	NA	WP14	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	5	 Other	Final Class1
WP15.1	NA	NA	NA	Rep1	NA	WP15	WaterersPark	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
WP15.2	NA	NA	NA	Rep2	NA	WP15	WaterersPark	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
WP15.3	NA	NA	NA	Rep3	NA	WP15	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
WP15.4	NA	NA	NA	Rep4	NA	WP15	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
WP16.1	NA	NA	NA	Rep1	NA	WP16	WaterersPark	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
WP16.2	NA	NA	NA	Rep2	NA	WP16	WaterersPark	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
WP16.3	NA	NA	NA	Rep3	NA	WP16	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
WP16.4	NA	NA	NA	Rep4	NA	WP16	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
WYC15.1	NA	NA	NA	Rep1	NA	WYC15	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	3	WythamWoods	Final Class1
WYC15.2	NA	NA	NA	Rep2	NA	WYC15	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	3	WythamWoods	Final Class1
WYC15.3	NA	NA	NA	Rep3	NA	WYC15	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	3	WythamWoods	Final Class1
WYC15.4	NA	NA	NA	Rep4	NA	WYC15	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	3	WythamWoods	Final Class1
WYC41.1	NA	NA	NA	Rep1	NA	WYC41	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	3	 Other	Final Class1
WYC41.2	NA	NA	NA	Rep2	NA	WYC41	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	3	1	1	Final	Final.Rep2.Class1	Final.Class1	3	 Other	Final Class1
WYC41.3	NA	NA	NA	Rep3	NA	WYC41	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	3	 Other	Final Class1
WYC41.4	NA	NA	NA	Rep4	NA	WYC41	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
WYC42.1	NA	NA	NA	Rep1	NA	WYC42	WythamWoods	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
WYC42.2	NA	NA	NA	Rep2	NA	WYC42	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	3	 Other	Final Class1
WYC42.3	NA	NA	NA	Rep3	NA	WYC42	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	3	 Other	Final Class1
WYC42.4	NA	NA	NA	Rep4	NA	WYC42	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
WYD06.1	NA	NA	NA	Rep1	NA	WYD06	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	4	 Other	Final Class1
WYD06.2	NA	NA	NA	Rep2	NA	WYD06	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	4	 Other	Final Class1
WYD06.3	NA	NA	NA	Rep3	NA	WYD06	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	4	 Other	Final Class1
WYD06.4	NA	NA	NA	Rep4	NA	WYD06	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	4	 Other	Final Class1
WYD09.1	NA	NA	NA	Rep1	NA	WYD09	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	3	 Other	Final Class1
WYD09.2	NA	NA	NA	Rep2	NA	WYD09	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	3	 Other	Final Class1
WYD09.3	NA	NA	NA	Rep3	NA	WYD09	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	3	 Other	Final Class1
WYD09.4	NA	NA	NA	Rep4	NA	WYD09	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
WYM02.1	NA	NA	NA	Rep1	NA	WYM02	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	1	 Other	Final Class1
WYM02.2	NA	NA	NA	Rep2	NA	WYM02	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	1	 Other	Final Class1
WYM02.3	NA	NA	NA	Rep3	NA	WYM02	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	1	 Other	Final Class1
WYM02.4	NA	NA	NA	Rep4	NA	WYM02	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	1	 Other	Final Class1
WYM21.1	NA	NA	NA	Rep1	NA	WYM21	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	1	 Other	Final Class1
WYM21.2	NA	NA	NA	Rep2	NA	WYM21	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	1	 Other	Final Class1
WYM21.3	NA	NA	NA	Rep3	NA	WYM21	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	1	 Other	Final Class1
WYM21.4	NA	NA	NA	Rep4	NA	WYM21	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	1	 Other	Final Class1
WYM22.1	NA	NA	NA	Rep1	NA	WYM22	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	NA	Final	Final.Rep1.Class1	Final.Class1	NA	 Other	Final Class1
WYM22.2	NA	NA	NA	Rep2	NA	WYM22	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	NA	Final	Final.Rep2.Class1	Final.Class1	NA	 Other	Final Class1
WYM22.3	NA	NA	NA	Rep3	NA	WYM22	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	NA	Final	Final.Rep3.Class1	Final.Class1	NA	 Other	Final Class1
WYM22.4	NA	NA	NA	Rep4	NA	WYM22	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	NA	Final	Final.Rep4.Class1	Final.Class1	NA	 Other	Final Class1
WYM25.1	NA	NA	NA	Rep1	NA	WYM25	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	1	1	1	Final	Final.Rep1.Class1	Final.Class1	3	 Other	Final Class1
WYM25.2	NA	NA	NA	Rep2	NA	WYM25	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	1	1	1	Final	Final.Rep2.Class1	Final.Class1	3	 Other	Final Class1
WYM25.3	NA	NA	NA	Rep3	NA	WYM25	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	1	1	1	Final	Final.Rep3.Class1	Final.Class1	3	 Other	Final Class1
WYM25.4	NA	NA	NA	Rep4	NA	WYM25	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
WYM27.1	NA	NA	NA	Rep1	NA	WYM27	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	1	1	1	Final	Final.Rep1.Class1	Final.Class1	4	 Other	Final Class1
WYM27.2	NA	NA	NA	Rep2	NA	WYM27	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	1	1	1	Final	Final.Rep2.Class1	Final.Class1	4	 Other	Final Class1
WYM27.3	NA	NA	NA	Rep3	NA	WYM27	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	1	1	1	Final	Final.Rep3.Class1	Final.Class1	4	 Other	Final Class1
WYM27.4	NA	NA	NA	Rep4	NA	WYM27	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	4	 Other	Final Class1
WYM29.1	NA	NA	NA	Rep1	NA	WYM29	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	1	1	1	Final	Final.Rep1.Class1	Final.Class1	4	 Other	Final Class1
WYM29.2	NA	NA	NA	Rep2	NA	WYM29	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	1	1	1	Final	Final.Rep2.Class1	Final.Class1	4	 Other	Final Class1
WYM29.3	NA	NA	NA	Rep3	NA	WYM29	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	1	1	1	Final	Final.Rep3.Class1	Final.Class1	4	 Other	Final Class1
WYM29.4	NA	NA	NA	Rep4	NA	WYM29	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	4	 Other	Final Class1
WYM33.1	NA	NA	NA	Rep1	NA	WYM33	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	1	1	1	Final	Final.Rep1.Class1	Final.Class1	3	 Other	Final Class1
WYM33.2	NA	NA	NA	Rep2	NA	WYM33	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	1	1	1	Final	Final.Rep2.Class1	Final.Class1	3	 Other	Final Class1
WYM33.3	NA	NA	NA	Rep3	NA	WYM33	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	1	1	1	Final	Final.Rep3.Class1	Final.Class1	3	 Other	Final Class1
WYM33.4	NA	NA	NA	Rep4	NA	WYM33	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
WYM39.1	NA	NA	NA	Rep1	NA	WYM39	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	4	 Other	Final Class1
WYM39.2	NA	NA	NA	Rep2	NA	WYM39	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	4	 Other	Final Class1
WYM39.3	NA	NA	NA	Rep3	NA	WYM39	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	4	 Other	Final Class1
WYM39.4	NA	NA	NA	Rep4	NA	WYM39	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	4	 Other	Final Class1
WYT01.1	NA	NA	NA	Rep1	NA	WYT01	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	1	 Other	Final Class1
WYT01.2	NA	NA	NA	Rep2	NA	WYT01	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	1	 Other	Final Class1
WYT01.3	NA	NA	NA	Rep3	NA	WYT01	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	1	 Other	Final Class1
WYT01.4	NA	NA	NA	Rep4	NA	WYT01	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	1	 Other	Final Class1
WYT02.1	NA	NA	NA	Rep1	NA	WYT02	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	1	 Other	Final Class1
WYT02.2	NA	NA	NA	Rep2	NA	WYT02	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	1	 Other	Final Class1
WYT02.3	NA	NA	NA	Rep3	NA	WYT02	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	1	 Other	Final Class1
WYT02.4	NA	NA	NA	Rep4	NA	WYT02	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	1	 Other	Final Class1
WYT03.1	NA	NA	NA	Rep1	NA	WYT03	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	1	 Other	Final Class1
WYT03.2	NA	NA	NA	Rep2	NA	WYT03	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	1	 Other	Final Class1
WYT03.3	NA	NA	NA	Rep3	NA	WYT03	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	1	 Other	Final Class1
WYT03.4	NA	NA	NA	Rep4	NA	WYT03	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	1	 Other	Final Class1
WYT04.1	NA	NA	NA	Rep1	NA	WYT04	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	1	 Other	Final Class1
WYT04.2	NA	NA	NA	Rep2	NA	WYT04	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	1	 Other	Final Class1
WYT04.3	NA	NA	NA	Rep3	NA	WYT04	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	1	 Other	Final Class1
WYT04.4	NA	NA	NA	Rep4	NA	WYT04	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	1	 Other	Final Class1
WYT05.1	NA	NA	NA	Rep1	NA	WYT05	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	1	 Other	Final Class1
WYT05.2	NA	NA	NA	Rep2	NA	WYT05	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	1	 Other	Final Class1
WYT05.3	NA	NA	NA	Rep3	NA	WYT05	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	1	 Other	Final Class1
WYT05.4	NA	NA	NA	Rep4	NA	WYT05	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	1	 Other	Final Class1
WYT06.1	NA	NA	NA	Rep1	NA	WYT06	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	1	 Other	Final Class1
