sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Part_Time0D_17	Part_Time0D_6	Part_Time4M_64	Part_Time7D_rep1_2	Part_Time7D_rep2_2	Part_Time7D_rep3_2	Part_Time7D_rep4_2	replicate.partition	partition	Time0D_7D_4M	Time0D_7D	Time0D_7D_matched
1579	AE42	NA	NA	NA	0	NA	AE42	AshridgeEstate	0D	1	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1580	AE43	NA	NA	NA	0	NA	AE43	AshridgeEstate	0D	1	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1581	AE44	NA	NA	NA	0	NA	AE44	AshridgeEstate	0D	1	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1582	AE45	NA	NA	NA	0	NA	AE45	AshridgeEstate	0D	1	1	NA	NA	NA	NA	NA	0.1	1	1	1	NA
1583	AE46	NA	NA	NA	0	NA	AE46	AshridgeEstate	0D	5	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1584	AE47	NA	NA	NA	0	NA	AE47	AshridgeEstate	0D	2	1	NA	NA	NA	NA	NA	0.1	1	3	1	NA
1585	AE48	NA	NA	NA	0	NA	AE48	AshridgeEstate	0D	1	1	NA	NA	NA	NA	NA	0.1	1	3	1	NA
1586	AE49	NA	NA	NA	0	NA	AE49	AshridgeEstate	0D	1	1	NA	NA	NA	NA	NA	0.1	1	3	1	NA
1587	AE51	NA	NA	NA	0	NA	AE51	AshridgeEstate	0D	1	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1588	AE52	NA	NA	NA	0	NA	AE52	AshridgeEstate	0D	3	3	NA	NA	NA	NA	NA	0.3	3	2	1	NA
1589	AE53	NA	NA	NA	0	NA	AE53	AshridgeEstate	0D	1	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1590	AE54	NA	NA	NA	0	NA	AE54	AshridgeEstate	0D	1	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1591	AE55	NA	NA	NA	0	NA	AE55	AshridgeEstate	0D	4	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1592	AE56	NA	NA	NA	0	NA	AE56	AshridgeEstate	0D	1	1	NA	NA	NA	NA	NA	0.1	1	3	1	NA
1593	AE57	NA	NA	NA	0	NA	AE57	AshridgeEstate	0D	5	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1594	AE58	NA	NA	NA	0	NA	AE58	AshridgeEstate	0D	4	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1595	AE59	NA	NA	NA	0	NA	AE59	AshridgeEstate	0D	1	1	NA	NA	NA	NA	NA	0.1	1	3	1	NA
1596	AE60	NA	NA	NA	0	NA	AE60	AshridgeEstate	0D	1	1	NA	NA	NA	NA	NA	0.1	1	3	1	NA
1597	AE61	NA	NA	NA	0	NA	AE61	AshridgeEstate	0D	1	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1598	AE62	NA	NA	NA	0	NA	AE62	AshridgeEstate	0D	2	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1599	AE63	NA	NA	NA	0	NA	AE63	AshridgeEstate	0D	1	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1600	AE64	NA	NA	NA	0	NA	AE64	AshridgeEstate	0D	1	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1601	AE65	NA	NA	NA	0	NA	AE65	AshridgeEstate	0D	1	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1602	AE66	NA	NA	NA	0	NA	AE66	AshridgeEstate	0D	11	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1603	AE67	NA	NA	NA	0	NA	AE67	AshridgeEstate	0D	1	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1604	AE68	NA	NA	NA	0	NA	AE68	AshridgeEstate	0D	4	2	NA	NA	NA	NA	NA	0.2	2	3	2	NA
1605	AE69	NA	NA	NA	0	NA	AE69	AshridgeEstate	0D	2	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1606	AE70	NA	NA	NA	0	NA	AE70	AshridgeEstate	0D	1	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1607	AE71	NA	NA	NA	0	NA	AE71	AshridgeEstate	0D	13	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1608	AE72	NA	NA	NA	0	NA	AE72	AshridgeEstate	0D	4	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1609	AE73	NA	NA	NA	0	NA	AE73	AshridgeEstate	0D	1	1	NA	NA	NA	NA	NA	0.1	1	3	1	NA
1610	AE74	NA	NA	NA	0	NA	AE74	AshridgeEstate	0D	2	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1611	AE76	NA	NA	NA	0	NA	AE76	AshridgeEstate	0D	4	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1612	AE78	NA	NA	NA	0	NA	AE78	AshridgeEstate	0D	4	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1613	AE79	NA	NA	NA	0	NA	AE79	AshridgeEstate	0D	16	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1614	AE80	NA	NA	NA	0	NA	AE80	AshridgeEstate	0D	14	5	NA	NA	NA	NA	NA	0.5	5	1	1	NA
1615	AE81	NA	NA	NA	0	NA	AE81	AshridgeEstate	0D	11	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1616	AE82	NA	NA	NA	0	NA	AE82	AshridgeEstate	0D	5	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1617	AE83	NA	NA	NA	0	NA	AE83	AshridgeEstate	0D	14	5	NA	NA	NA	NA	NA	0.5	5	2	1	NA
1618	AE84	NA	NA	NA	0	NA	AE84	AshridgeEstate	0D	12	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1619	AE86	NA	NA	NA	0	NA	AE86	AshridgeEstate	0D	12	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1620	AE87	NA	NA	NA	0	NA	AE87	AshridgeEstate	0D	5	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1621	AE88	NA	NA	NA	0	NA	AE88	AshridgeEstate	0D	14	5	NA	NA	NA	NA	NA	0.5	5	2	1	NA
1622	AE89	NA	NA	NA	0	NA	AE89	AshridgeEstate	0D	5	5	NA	NA	NA	NA	NA	0.5	5	2	1	NA
1623	AE90	NA	NA	NA	0	NA	AE90	AshridgeEstate	0D	9	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1624	AE91	NA	NA	NA	0	NA	AE91	AshridgeEstate	0D	10	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1625	AE94	NA	NA	NA	0	NA	AE94	AshridgeEstate	0D	7	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1626	AE95	NA	NA	NA	0	NA	AE95	AshridgeEstate	0D	3	3	NA	NA	NA	NA	NA	0.3	3	2	1	1
1627	AE96	NA	NA	NA	0	NA	AE96	AshridgeEstate	0D	5	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1628	AE99	NA	NA	NA	0	NA	AE99	AshridgeEstate	0D	11	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1629	BB01	NA	NA	NA	0	NA	BB01	BurhamBeeches	0D	6	4	NA	NA	NA	NA	NA	0.4	4	2	1	1
1630	BB02	NA	NA	NA	0	NA	BB02	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	4	2	2
1631	BB03	NA	NA	NA	0	NA	BB03	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	2	1	1
1632	BB05	NA	NA	NA	0	NA	BB05	BurhamBeeches	0D	11	1	NA	NA	NA	NA	NA	0.1	1	2	1	1
1633	BB06	NA	NA	NA	0	NA	BB06	BurhamBeeches	0D	5	3	NA	NA	NA	NA	NA	0.3	3	3	1	1
1634	BB07	NA	NA	NA	0	NA	BB07	BurhamBeeches	0D	11	3	NA	NA	NA	NA	NA	0.3	3	2	1	1
1635	BB08	NA	NA	NA	0	NA	BB08	BurhamBeeches	0D	8	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1636	BB09	NA	NA	NA	0	NA	BB09	BurhamBeeches	0D	7	4	NA	NA	NA	NA	NA	0.4	4	2	1	1
1637	BB10	NA	NA	NA	0	NA	BB10	BurhamBeeches	0D	6	3	NA	NA	NA	NA	NA	0.3	3	2	1	1
1638	BB11	NA	NA	NA	0	NA	BB11	BurhamBeeches	0D	15	1	NA	NA	NA	NA	NA	0.1	1	2	1	1
1639	BB12	NA	NA	NA	0	NA	BB12	BurhamBeeches	0D	12	1	NA	NA	NA	NA	NA	0.1	1	2	1	1
1640	BB13	NA	NA	NA	0	NA	BB13	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	2	1	1
1641	BB14	NA	NA	NA	0	NA	BB14	BurhamBeeches	0D	5	4	NA	NA	NA	NA	NA	0.4	4	2	1	1
1642	BB15	NA	NA	NA	0	NA	BB15	BurhamBeeches	0D	7	3	NA	NA	NA	NA	NA	0.3	3	2	1	1
1643	BB16	NA	NA	NA	0	NA	BB16	BurhamBeeches	0D	5	4	NA	NA	NA	NA	NA	0.4	4	2	1	1
1644	BB17	NA	NA	NA	0	NA	BB17	BurhamBeeches	0D	11	1	NA	NA	NA	NA	NA	0.1	1	2	1	1
1645	BB18	NA	NA	NA	0	NA	BB18	BurhamBeeches	0D	7	1	NA	NA	NA	NA	NA	0.1	1	1	1	1
1646	BB19	NA	NA	NA	0	NA	BB19	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	2	1	1
1647	BB20	NA	NA	NA	0	NA	BB20	BurhamBeeches	0D	5	4	NA	NA	NA	NA	NA	0.4	4	2	1	1
1648	BB21	NA	NA	NA	0	NA	BB21	BurhamBeeches	0D	11	1	NA	NA	NA	NA	NA	0.1	1	2	1	1
1649	BB22	NA	NA	NA	0	NA	BB22	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	2	1	1
1650	BB23	NA	NA	NA	0	NA	BB23	BurhamBeeches	0D	5	4	NA	NA	NA	NA	NA	0.4	4	4	2	1
1651	BB25	NA	NA	NA	0	NA	BB25	BurhamBeeches	0D	5	4	NA	NA	NA	NA	NA	0.4	4	1	1	1
1652	BB26	NA	NA	NA	0	NA	BB26	BurhamBeeches	0D	7	1	NA	NA	NA	NA	NA	0.1	1	2	1	1
1653	BB29	NA	NA	NA	0	NA	BB29	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	2	1	1
1654	BB33	NA	NA	NA	0	NA	BB33	BurhamBeeches	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1655	BB34	NA	NA	NA	0	NA	BB34	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	1	1	NA
1656	BB35	NA	NA	NA	0	NA	BB35	BurhamBeeches	0D	5	4	NA	NA	NA	NA	NA	0.4	4	1	1	1
1657	BB36	NA	NA	NA	0	NA	BB36	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1658	BB37	NA	NA	NA	0	NA	BB37	BurhamBeeches	0D	7	3	NA	NA	NA	NA	NA	0.3	3	2	1	NA
1659	BB38	NA	NA	NA	0	NA	BB38	BurhamBeeches	0D	4	2	NA	NA	NA	NA	NA	0.2	2	3	2	NA
1660	BB39	NA	NA	NA	0	NA	BB39	BurhamBeeches	0D	7	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1661	BB40	NA	NA	NA	0	NA	BB40	BurhamBeeches	0D	14	5	NA	NA	NA	NA	NA	0.5	5	2	1	1
1662	BB43	NA	NA	NA	0	NA	BB43	BurhamBeeches	0D	6	3	NA	NA	NA	NA	NA	0.3	3	2	1	NA
1663	BB44	NA	NA	NA	0	NA	BB44	BurhamBeeches	0D	2	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1664	BB45	NA	NA	NA	0	NA	BB45	BurhamBeeches	0D	6	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1665	BB46	NA	NA	NA	0	NA	BB46	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1666	BB47	NA	NA	NA	0	NA	BB47	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1667	BB48	NA	NA	NA	0	NA	BB48	BurhamBeeches	0D	6	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1668	BB50	NA	NA	NA	0	NA	BB50	BurhamBeeches	0D	4	2	NA	NA	NA	NA	NA	0.2	2	3	2	NA
1669	BB51	NA	NA	NA	0	NA	BB51	BurhamBeeches	0D	11	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1670	BB52	NA	NA	NA	0	NA	BB52	BurhamBeeches	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	1
1671	BB53	NA	NA	NA	0	NA	BB53	BurhamBeeches	0D	10	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1672	BB54	NA	NA	NA	0	NA	BB54	BurhamBeeches	0D	10	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1673	BB55	NA	NA	NA	0	NA	BB55	BurhamBeeches	0D	6	3	NA	NA	NA	NA	NA	0.3	3	3	1	NA
1674	BB56	NA	NA	NA	0	NA	BB56	BurhamBeeches	0D	6	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1675	BB57	NA	NA	NA	0	NA	BB57	BurhamBeeches	0D	8	3	NA	NA	NA	NA	NA	0.3	3	4	2	2
1676	BB59	NA	NA	NA	0	NA	BB59	BurhamBeeches	0D	4	2	NA	NA	NA	NA	NA	0.2	2	3	2	NA
1677	BB60	NA	NA	NA	0	NA	BB60	BurhamBeeches	0D	4	2	NA	NA	NA	NA	NA	0.2	2	3	2	2
1678	BB61	NA	NA	NA	0	NA	BB61	BurhamBeeches	0D	8	3	NA	NA	NA	NA	NA	0.3	3	4	2	1
1679	BB62	NA	NA	NA	0	NA	BB62	BurhamBeeches	0D	6	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1680	BB65	NA	NA	NA	0	NA	BB65	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	2	1	NA
1681	BB66	NA	NA	NA	0	NA	BB66	BurhamBeeches	0D	4	2	NA	NA	NA	NA	NA	0.2	2	3	2	2
1682	BB67	NA	NA	NA	0	NA	BB67	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1683	BB68	NA	NA	NA	0	NA	BB68	BurhamBeeches	0D	15	3	NA	NA	NA	NA	NA	0.3	3	2	1	NA
1684	BB69	NA	NA	NA	0	NA	BB69	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1685	BB70	NA	NA	NA	0	NA	BB70	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	2	1	NA
1686	BB71	NA	NA	NA	0	NA	BB71	BurhamBeeches	0D	14	5	NA	NA	NA	NA	NA	0.5	5	3	2	NA
1687	BB72	NA	NA	NA	0	NA	BB72	BurhamBeeches	0D	14	5	NA	NA	NA	NA	NA	0.5	5	3	2	NA
1688	BB73	NA	NA	NA	0	NA	BB73	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	3	1	NA
1689	BB74	NA	NA	NA	0	NA	BB74	BurhamBeeches	0D	4	2	NA	NA	NA	NA	NA	0.2	2	3	2	NA
1690	BB75	NA	NA	NA	0	NA	BB75	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	3	2	NA
1691	BB76	NA	NA	NA	0	NA	BB76	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1692	BB77	NA	NA	NA	0	NA	BB77	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1693	BB78	NA	NA	NA	0	NA	BB78	BurhamBeeches	0D	6	3	NA	NA	NA	NA	NA	0.3	3	2	1	NA
1694	BB79	NA	NA	NA	0	NA	BB79	BurhamBeeches	0D	15	3	NA	NA	NA	NA	NA	0.3	3	2	1	NA
1695	BB81	NA	NA	NA	0	NA	BB81	BurhamBeeches	0D	5	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1696	BB82	NA	NA	NA	0	NA	BB82	BurhamBeeches	0D	9	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1697	BB83	NA	NA	NA	0	NA	BB83	BurhamBeeches	0D	7	4	NA	NA	NA	NA	NA	0.4	4	4	2	NA
1698	BB84	NA	NA	NA	0	NA	BB84	BurhamBeeches	0D	5	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1699	BB85	NA	NA	NA	0	NA	BB85	BurhamBeeches	0D	8	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1700	BB86	NA	NA	NA	0	NA	BB86	BurhamBeeches	0D	9	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1701	BB88	NA	NA	NA	0	NA	BB88	BurhamBeeches	0D	6	3	NA	NA	NA	NA	NA	0.3	3	2	1	1
1702	BB89	NA	NA	NA	0	NA	BB89	BurhamBeeches	0D	8	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1703	BB90	NA	NA	NA	0	NA	BB90	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	2	1	NA
1704	BB91	NA	NA	NA	0	NA	BB91	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	2	1	NA
1705	BB92	NA	NA	NA	0	NA	BB92	BurhamBeeches	0D	8	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1706	BB94	NA	NA	NA	0	NA	BB94	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	0.3	3	2	1	NA
1707	BB97	NA	NA	NA	0	NA	BB97	BurhamBeeches	0D	8	3	NA	NA	NA	NA	NA	0.3	3	4	2	NA
1708	BB99	NA	NA	NA	0	NA	BB99	BurhamBeeches	0D	6	4	NA	NA	NA	NA	NA	0.4	4	3	1	NA
1709	BCW01	NA	NA	NA	0	NA	BCW01	BirchcleaveWood	0D	17	6	NA	NA	NA	NA	NA	0.6	6	2	1	NA
1710	BCW02	NA	NA	NA	0	NA	BCW02	BirchcleaveWood	0D	12	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1711	BCW03	NA	NA	NA	0	NA	BCW03	BirchcleaveWood	0D	12	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1712	BCW04	NA	NA	NA	0	NA	BCW04	BirchcleaveWood	0D	3	3	NA	NA	NA	NA	NA	0.3	3	2	1	NA
1713	BCW05	NA	NA	NA	0	NA	BCW05	BirchcleaveWood	0D	17	6	NA	NA	NA	NA	NA	0.6	6	2	1	NA
1714	BCW06	NA	NA	NA	0	NA	BCW06	BirchcleaveWood	0D	17	6	NA	NA	NA	NA	NA	0.6	6	3	1	NA
1715	BCW07	NA	NA	NA	0	NA	BCW07	BirchcleaveWood	0D	17	6	NA	NA	NA	NA	NA	0.6	6	2	1	NA
1716	BCW08	NA	NA	NA	0	NA	BCW08	BirchcleaveWood	0D	14	5	NA	NA	NA	NA	NA	0.5	5	3	1	NA
1717	BCW10	NA	NA	NA	0	NA	BCW10	AshCopse	0D	12	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1718	BCW11	NA	NA	NA	0	NA	BCW11	AshCopse	0D	11	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1719	BCW12	NA	NA	NA	0	NA	BCW12	AshCopse	0D	4	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1720	BCW13	NA	NA	NA	0	NA	BCW13	AshCopse	0D	17	6	NA	NA	NA	NA	NA	0.6	6	2	1	NA
1721	BCW14	NA	NA	NA	0	NA	BCW14	AshCopse	0D	12	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1722	BCW15	NA	NA	NA	0	NA	BCW15	AshCopse	0D	17	6	NA	NA	NA	NA	NA	0.6	6	3	1	NA
1723	BCW16	NA	NA	NA	0	NA	BCW16	AshCopse	0D	17	6	NA	NA	NA	NA	NA	0.6	6	3	1	NA
1724	BCW17	NA	NA	NA	0	NA	BCW17	AshCopse	0D	17	6	NA	NA	NA	NA	NA	0.6	6	3	2	NA
1725	BCW18	NA	NA	NA	0	NA	BCW18	AshCopse	0D	17	6	NA	NA	NA	NA	NA	0.6	6	3	1	NA
1726	BCW19	NA	NA	NA	0	NA	BCW19	AshCopse	0D	4	2	NA	NA	NA	NA	NA	0.2	2	3	1	NA
1727	BCW20	NA	NA	NA	0	NA	BCW20	AshCopse	0D	12	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1728	BCW21	NA	NA	NA	0	NA	BCW21	AshCopse	0D	17	6	NA	NA	NA	NA	NA	0.6	6	1	1	NA
1729	BCW23	NA	NA	NA	0	NA	BCW23	AshCopse	0D	17	6	NA	NA	NA	NA	NA	0.6	6	2	1	NA
1730	BCW24	NA	NA	NA	0	NA	BCW24	AshCopse	0D	17	6	NA	NA	NA	NA	NA	0.6	6	2	1	NA
1731	BCW25	NA	NA	NA	0	NA	BCW25	AshCopse	0D	17	6	NA	NA	NA	NA	NA	0.6	6	2	1	NA
1732	BCW26	NA	NA	NA	0	NA	BCW26	AshCopse	0D	12	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1733	BW01	NA	NA	NA	0	NA	BW01	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1734	BW02	NA	NA	NA	0	NA	BW02	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1735	BW03	NA	NA	NA	0	NA	BW03	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1736	BW04	NA	NA	NA	0	NA	BW04	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1737	BW05	NA	NA	NA	0	NA	BW05	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1738	BW06	NA	NA	NA	0	NA	BW06	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1739	BW07	NA	NA	NA	0	NA	BW07	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1740	BW08	NA	NA	NA	0	NA	BW08	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1741	BW09	NA	NA	NA	0	NA	BW09	BishamWoods	0D	7	1	NA	NA	NA	NA	NA	0.1	1	2	1	NA
1742	BW10	NA	NA	NA	0	NA	BW10	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1743	BW11	NA	NA	NA	0	NA	BW11	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1744	BW12	NA	NA	NA	0	NA	BW12	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1745	BW13	NA	NA	NA	0	NA	BW13	BishamWoods	0D	7	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1746	BW14	NA	NA	NA	0	NA	BW14	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1747	BW15	NA	NA	NA	0	NA	BW15	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1748	BW16	NA	NA	NA	0	NA	BW16	BishamWoods	0D	7	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1749	BW17	NA	NA	NA	0	NA	BW17	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1750	BW18	NA	NA	NA	0	NA	BW18	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1751	BW19	NA	NA	NA	0	NA	BW19	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1752	BW20	NA	NA	NA	0	NA	BW20	BishamWoods	0D	16	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1753	BW21	NA	NA	NA	0	NA	BW21	BishamWoods	0D	7	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1754	BW22	NA	NA	NA	0	NA	BW22	BishamWoods	0D	13	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1755	BW23	NA	NA	NA	0	NA	BW23	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1756	BW24	NA	NA	NA	0	NA	BW24	BishamWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1757	BWd01	NA	NA	NA	0	NA	BWd01	BeechWood	0D	9	1	NA	NA	NA	NA	NA	0.1	1	1	1	1
1758	BWd02	NA	NA	NA	0	NA	BWd02	BeechWood	0D	5	4	NA	NA	NA	NA	NA	0.4	4	2	1	1
1759	BWd03	NA	NA	NA	0	NA	BWd03	BeechWood	0D	7	4	NA	NA	NA	NA	NA	0.4	4	2	1	1
1760	BWd04	NA	NA	NA	0	NA	BWd04	BeechWood	0D	16	4	NA	NA	NA	NA	NA	0.4	4	1	1	1
1761	BWd05	NA	NA	NA	0	NA	BWd05	BeechWood	0D	12	1	NA	NA	NA	NA	NA	0.1	1	2	1	1
1762	BWd07	NA	NA	NA	0	NA	BWd07	BeechWood	0D	7	4	NA	NA	NA	NA	NA	0.4	4	2	1	1
1763	HW01	NA	NA	NA	0	NA	HW01	HuntsWoods	0D	13	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1764	HW02	NA	NA	NA	0	NA	HW02	HuntsWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1765	HW03	NA	NA	NA	0	NA	HW03	HuntsWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1766	HW04	NA	NA	NA	0	NA	HW04	HuntsWoods	0D	13	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1767	HW05	NA	NA	NA	0	NA	HW05	HuntsWoods	0D	13	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1768	HW06	NA	NA	NA	0	NA	HW06	HuntsWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1769	HW07	NA	NA	NA	0	NA	HW07	HuntsWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1770	HW08	NA	NA	NA	0	NA	HW08	HuntsWoods	0D	13	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1771	HW09	NA	NA	NA	0	NA	HW09	HuntsWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1772	HW10	NA	NA	NA	0	NA	HW10	HuntsWoods	0D	13	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1773	HW11	NA	NA	NA	0	NA	HW11	HuntsWoods	0D	9	1	NA	NA	NA	NA	NA	0.1	1	1	1	NA
1774	HW12	NA	NA	NA	0	NA	HW12	HuntsWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	2	1	NA
1775	HW13	NA	NA	NA	0	NA	HW13	HuntsWoods	0D	13	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1776	HW14	NA	NA	NA	0	NA	HW14	HuntsWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1777	HW15	NA	NA	NA	0	NA	HW15	HuntsWoods	0D	9	4	NA	NA	NA	NA	NA	0.4	4	1	1	NA
1778	HW16	NA	NA	NA	0	NA	HW16	HuntsWoods	0D	13	1	NA	NA	NA	NA	NA	0.1	1	1	1	NA
1779	LW01	NA	NA	NA	0	NA	LW01	LongWood	0D	7	1	NA	NA	NA	NA	NA	0.1	1	2	1	1
1780	LW03	NA	NA	NA	0	NA	LW03	LongWood	0D	11	1	NA	NA	NA	NA	NA	0.1	1	2	1	1
