sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Part_Time0D_17	Part_Time0D_6	Part_Time4M_64	Part_Time7D_rep1_2	Part_Time7D_rep2_2	Part_Time7D_rep3_2	Part_Time7D_rep4_2	replicate.partition	partition	Time0D_7D_4M	Time0D_7D	Time0D_7D_matched
1035	WiW37.1	NA	NA	NA	1	NA	WiW37	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	1
1036	WiW37.2	NA	NA	NA	2	NA	WiW37	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
1037	WiW37.3	NA	NA	NA	3	NA	WiW37	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	1
1038	WiW37.4	NA	NA	NA	4	NA	WiW37	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
1039	WiW38.1	NA	NA	NA	1	NA	WiW38	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1040	WiW38.2	NA	NA	NA	2	NA	WiW38	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
1041	WiW38.3	NA	NA	NA	3	NA	WiW38	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	1
1042	WiW38.4	NA	NA	NA	4	NA	WiW38	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1043	WiW39.1	NA	NA	NA	1	NA	WiW39	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	NA
1044	WiW39.2	NA	NA	NA	2	NA	WiW39	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	NA
1045	WiW39.3	NA	NA	NA	3	NA	WiW39	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	NA
1046	WiW39.4	NA	NA	NA	4	NA	WiW39	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
1047	WiW40.1	NA	NA	NA	1	NA	WiW40	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1048	WiW40.2	NA	NA	NA	2	NA	WiW40	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1049	WiW40.3	NA	NA	NA	3	NA	WiW40	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1050	WiW40.4	NA	NA	NA	4	NA	WiW40	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1051	WiW41.1	NA	NA	NA	1	NA	WiW41	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1052	WiW41.2	NA	NA	NA	2	NA	WiW41	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1053	WiW41.3	NA	NA	NA	3	NA	WiW41	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	1	1	1
1054	WiW41.4	NA	NA	NA	4	NA	WiW41	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1055	WiW42.1	NA	NA	NA	1	NA	WiW42	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	NA
1056	WiW42.2	NA	NA	NA	2	NA	WiW42	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	NA
1057	WiW42.3	NA	NA	NA	3	NA	WiW42	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	1	1	NA
1058	WiW42.4	NA	NA	NA	4	NA	WiW42	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	NA
1059	WiW43.1	NA	NA	NA	1	NA	WiW43	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	1
1060	WiW43.2	NA	NA	NA	2	NA	WiW43	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
1061	WiW43.3	NA	NA	NA	3	NA	WiW43	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	2	1	2
1062	WiW43.4	NA	NA	NA	4	NA	WiW43	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1063	WiW44.1	NA	NA	NA	1	NA	WiW44	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	1
1064	WiW44.2	NA	NA	NA	2	NA	WiW44	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
1065	WiW44.3	NA	NA	NA	3	NA	WiW44	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	1	1	1
1066	WiW44.4	NA	NA	NA	4	NA	WiW44	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1067	WiW45.1	NA	NA	NA	1	NA	WiW45	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	1
1068	WiW45.2	NA	NA	NA	2	NA	WiW45	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
1069	WiW45.3	NA	NA	NA	3	NA	WiW45	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	1	1	1
1070	WiW45.4	NA	NA	NA	4	NA	WiW45	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1071	WiW46.1	NA	NA	NA	1	NA	WiW46	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1072	WiW46.2	NA	NA	NA	2	NA	WiW46	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
1073	WiW46.3	NA	NA	NA	3	NA	WiW46	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
1074	WiW46.4	NA	NA	NA	4	NA	WiW46	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
1075	WiW47.1	NA	NA	NA	1	NA	WiW47	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1076	WiW47.2	NA	NA	NA	2	NA	WiW47	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1077	WiW47.3	NA	NA	NA	3	NA	WiW47	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
1078	WiW47.4	NA	NA	NA	4	NA	WiW47	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
1079	WiW48.1	NA	NA	NA	1	NA	WiW48	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1080	WiW48.2	NA	NA	NA	2	NA	WiW48	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
1081	WiW48.3	NA	NA	NA	3	NA	WiW48	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
1082	WiW48.4	NA	NA	NA	4	NA	WiW48	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
1083	WiW49.1	NA	NA	NA	1	NA	WiW49	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	1
1084	WiW49.2	NA	NA	NA	2	NA	WiW49	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
1085	WiW49.3	NA	NA	NA	3	NA	WiW49	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	1
1086	WiW49.4	NA	NA	NA	4	NA	WiW49	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1087	WiW50.1	NA	NA	NA	1	NA	WiW50	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	1
1088	WiW50.2	NA	NA	NA	2	NA	WiW50	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
1089	WiW50.3	NA	NA	NA	3	NA	WiW50	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	1
1090	WiW50.4	NA	NA	NA	4	NA	WiW50	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1091	WiW51.1	NA	NA	NA	1	NA	WiW51	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1092	WiW51.2	NA	NA	NA	2	NA	WiW51	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1093	WiW51.3	NA	NA	NA	3	NA	WiW51	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	1
1094	WiW51.4	NA	NA	NA	4	NA	WiW51	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
1095	WiW52.1	NA	NA	NA	1	NA	WiW52	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1096	WiW52.2	NA	NA	NA	2	NA	WiW52	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1097	WiW52.3	NA	NA	NA	3	NA	WiW52	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	1
1098	WiW52.4	NA	NA	NA	4	NA	WiW52	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1099	WiW53.1	NA	NA	NA	1	NA	WiW53	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	4	2	2
1100	WiW53.2	NA	NA	NA	2	NA	WiW53	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
1101	WiW53.3	NA	NA	NA	3	NA	WiW53	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	1
1102	WiW53.4	NA	NA	NA	4	NA	WiW53	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1103	WiW54.1	NA	NA	NA	1	NA	WiW54	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	1
1104	WiW54.2	NA	NA	NA	2	NA	WiW54	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
1105	WiW54.3	NA	NA	NA	3	NA	WiW54	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	1
1106	WiW54.4	NA	NA	NA	4	NA	WiW54	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
1107	WiW55.1	NA	NA	NA	1	NA	WiW55	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	1
1108	WiW55.2	NA	NA	NA	2	NA	WiW55	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
1109	WiW55.3	NA	NA	NA	3	NA	WiW55	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	1
1110	WiW55.4	NA	NA	NA	4	NA	WiW55	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1111	WiW56.1	NA	NA	NA	1	NA	WiW56	GreenbroomCovert	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1112	WiW56.2	NA	NA	NA	2	NA	WiW56	GreenbroomCovert	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
1113	WiW56.3	NA	NA	NA	3	NA	WiW56	GreenbroomCovert	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	1
1114	WiW56.4	NA	NA	NA	4	NA	WiW56	GreenbroomCovert	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1115	WiW57.1	NA	NA	NA	1	NA	WiW57	WindsorGreatPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1116	WiW57.2	NA	NA	NA	2	NA	WiW57	WindsorGreatPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1117	WiW57.3	NA	NA	NA	3	NA	WiW57	WindsorGreatPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1118	WiW57.4	NA	NA	NA	4	NA	WiW57	WindsorGreatPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
1119	WP01.1	NA	NA	NA	1	NA	WP01	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	1
1120	WP01.2	NA	NA	NA	2	NA	WP01	WaterersPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
1121	WP01.3	NA	NA	NA	3	NA	WP01	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	1
1122	WP01.4	NA	NA	NA	4	NA	WP01	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1123	WP02.1	NA	NA	NA	1	NA	WP02	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1124	WP02.2	NA	NA	NA	2	NA	WP02	WaterersPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1125	WP02.3	NA	NA	NA	3	NA	WP02	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1126	WP02.4	NA	NA	NA	4	NA	WP02	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1127	WP03.1	NA	NA	NA	1	NA	WP03	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1128	WP03.2	NA	NA	NA	2	NA	WP03	WaterersPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1129	WP03.3	NA	NA	NA	3	NA	WP03	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1130	WP03.4	NA	NA	NA	4	NA	WP03	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1131	WP04.1	NA	NA	NA	1	NA	WP04	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1132	WP04.2	NA	NA	NA	2	NA	WP04	WaterersPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1133	WP04.3	NA	NA	NA	3	NA	WP04	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1134	WP04.4	NA	NA	NA	4	NA	WP04	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1135	WP05.1	NA	NA	NA	1	NA	WP05	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1136	WP05.2	NA	NA	NA	2	NA	WP05	WaterersPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1137	WP05.3	NA	NA	NA	3	NA	WP05	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1138	WP05.4	NA	NA	NA	4	NA	WP05	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
1139	WP06.1	NA	NA	NA	1	NA	WP06	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1140	WP06.2	NA	NA	NA	2	NA	WP06	WaterersPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1141	WP06.3	NA	NA	NA	3	NA	WP06	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1142	WP06.4	NA	NA	NA	4	NA	WP06	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
1143	WP07.1	NA	NA	NA	1	NA	WP07	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	NA
1144	WP07.2	NA	NA	NA	2	NA	WP07	WaterersPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	NA
1145	WP07.3	NA	NA	NA	3	NA	WP07	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	NA
1146	WP07.4	NA	NA	NA	4	NA	WP07	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	NA
1147	WP08.1	NA	NA	NA	1	NA	WP08	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	NA
1148	WP08.2	NA	NA	NA	2	NA	WP08	WaterersPark	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	NA
1149	WP08.3	NA	NA	NA	3	NA	WP08	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	NA
1150	WP08.4	NA	NA	NA	4	NA	WP08	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
1151	WP09.1	NA	NA	NA	1	NA	WP09	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1152	WP09.2	NA	NA	NA	2	NA	WP09	WaterersPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
1153	WP09.3	NA	NA	NA	3	NA	WP09	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1154	WP09.4	NA	NA	NA	4	NA	WP09	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1155	WP10.1	NA	NA	NA	1	NA	WP10	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1156	WP10.2	NA	NA	NA	2	NA	WP10	WaterersPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1157	WP10.3	NA	NA	NA	3	NA	WP10	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1158	WP10.4	NA	NA	NA	4	NA	WP10	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
1159	WP11.1	NA	NA	NA	1	NA	WP11	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1160	WP11.2	NA	NA	NA	2	NA	WP11	WaterersPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1161	WP11.3	NA	NA	NA	3	NA	WP11	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1162	WP11.4	NA	NA	NA	4	NA	WP11	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
1163	WP12.1	NA	NA	NA	1	NA	WP12	WaterersPark	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
1164	WP12.2	NA	NA	NA	2	NA	WP12	WaterersPark	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
1165	WP12.3	NA	NA	NA	3	NA	WP12	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
1166	WP12.4	NA	NA	NA	4	NA	WP12	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
1167	WP13.1	NA	NA	NA	1	NA	WP13	WaterersPark	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
1168	WP13.2	NA	NA	NA	2	NA	WP13	WaterersPark	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	3	2	2
1169	WP13.3	NA	NA	NA	3	NA	WP13	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	3	2	2
1170	WP13.4	NA	NA	NA	4	NA	WP13	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
1171	WP14.1	NA	NA	NA	1	NA	WP14	WaterersPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1172	WP14.2	NA	NA	NA	2	NA	WP14	WaterersPark	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
1173	WP14.3	NA	NA	NA	3	NA	WP14	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
1174	WP14.4	NA	NA	NA	4	NA	WP14	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
1175	WP15.1	NA	NA	NA	1	NA	WP15	WaterersPark	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
1176	WP15.2	NA	NA	NA	2	NA	WP15	WaterersPark	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
1177	WP15.3	NA	NA	NA	3	NA	WP15	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
1178	WP15.4	NA	NA	NA	4	NA	WP15	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1179	WP16.1	NA	NA	NA	1	NA	WP16	WaterersPark	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
1180	WP16.2	NA	NA	NA	2	NA	WP16	WaterersPark	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
1181	WP16.3	NA	NA	NA	3	NA	WP16	WaterersPark	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
1182	WP16.4	NA	NA	NA	4	NA	WP16	WaterersPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
1183	WYC15.1	NA	NA	NA	1	NA	WYC15	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1184	WYC15.2	NA	NA	NA	2	NA	WYC15	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1185	WYC15.3	NA	NA	NA	3	NA	WYC15	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1186	WYC15.4	NA	NA	NA	4	NA	WYC15	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1187	WYC41.1	NA	NA	NA	1	NA	WYC41	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1188	WYC41.2	NA	NA	NA	2	NA	WYC41	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	3	1	1
1189	WYC41.3	NA	NA	NA	3	NA	WYC41	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1190	WYC41.4	NA	NA	NA	4	NA	WYC41	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1191	WYC42.1	NA	NA	NA	1	NA	WYC42	WythamWoods	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
1192	WYC42.2	NA	NA	NA	2	NA	WYC42	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1193	WYC42.3	NA	NA	NA	3	NA	WYC42	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1194	WYC42.4	NA	NA	NA	4	NA	WYC42	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1195	WYD06.1	NA	NA	NA	1	NA	WYD06	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1196	WYD06.2	NA	NA	NA	2	NA	WYD06	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1197	WYD06.3	NA	NA	NA	3	NA	WYD06	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1198	WYD06.4	NA	NA	NA	4	NA	WYD06	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1199	WYD09.1	NA	NA	NA	1	NA	WYD09	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1200	WYD09.2	NA	NA	NA	2	NA	WYD09	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1201	WYD09.3	NA	NA	NA	3	NA	WYD09	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1202	WYD09.4	NA	NA	NA	4	NA	WYD09	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1203	WYM02.1	NA	NA	NA	1	NA	WYM02	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1204	WYM02.2	NA	NA	NA	2	NA	WYM02	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1205	WYM02.3	NA	NA	NA	3	NA	WYM02	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1206	WYM02.4	NA	NA	NA	4	NA	WYM02	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1207	WYM21.1	NA	NA	NA	1	NA	WYM21	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
1208	WYM21.2	NA	NA	NA	2	NA	WYM21	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
1209	WYM21.3	NA	NA	NA	3	NA	WYM21	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
1210	WYM21.4	NA	NA	NA	4	NA	WYM21	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
1211	WYM22.1	NA	NA	NA	1	NA	WYM22	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	NA
1212	WYM22.2	NA	NA	NA	2	NA	WYM22	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	NA
1213	WYM22.3	NA	NA	NA	3	NA	WYM22	WythamWoods	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	NA
1214	WYM22.4	NA	NA	NA	4	NA	WYM22	WythamWoods	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
1215	WYM25.1	NA	NA	NA	1	NA	WYM25	WythamWoods	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	1
1216	WYM25.2	NA	NA	NA	2	NA	WYM25	WythamWoods	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
